Gene,log2FC_disease,log2FC_treated,log2FC_treated_vs_WT,padj_disease,padj_treated,rescue_metric,rescue_status_fixed,GeneSymbol
ENSMUSG00000025747,0.865079278,-0.589114435,0.275964843,0.040080874,0.659163249,68.09947369,Partially rescued,Tyms
ENSMUSG00000025758,0.959004542,-0.314143352,0.644861191,0.000564425,0.783244242,32.75723294,Partially rescued,Plk4
ENSMUSG00000025777,-1.326175277,0.071062578,-1.255112699,1.22501286372989e-05,0.976533954,5.358460449,Not rescued,Gdap1
ENSMUSG00000025784,0.836030054,0.022674298,0.858704352,2.87285950391298e-05,0.988753397,-2.712139069,Worsened,Clec3b
ENSMUSG00000025791,-0.551579448,-0.032403303,-0.583982751,1.79059160039942e-06,0.974531383,-5.874639377,Worsened,Pgm1
ENSMUSG00000025792,0.527983213,-0.248600887,0.279382326,0.000176613,0.575206316,47.08499839,Partially rescued,Slc25a10
ENSMUSG00000025804,1.519635648,0.08372577,1.603361419,0.005873799,0.981341275,-5.509595038,Worsened,Ccr1
ENSMUSG00000025823,0.852863215,-0.157449465,0.69541375,1.22941191048727e-19,0.642173824,18.4612799,Not rescued,Pdia4
ENSMUSG00000025876,-0.755599826,0.052808543,-0.702791283,1.25176177077838e-10,0.959004936,6.988956431,Not rescued,Unc5a
ENSMUSG00000025877,1.402370759,-0.26142722,1.140943539,2.95483222808165e-05,0.86985567,18.64180485,Not rescued,Hk3
ENSMUSG00000025888,0.723355679,-0.03574979,0.687605889,0.022845217,0.987356787,4.942214646,Not rescued,Casp1
ENSMUSG00000025930,0.782455932,0.265674718,1.04813065,0.011640349,0.858056003,-33.95395279,Worsened,Msc
ENSMUSG00000025935,1.033829102,-0.188137957,0.845691144,2.40139329485335e-34,0.458040445,18.19816806,Not rescued,Tram1
ENSMUSG00000025956,0.596845541,-0.040746623,0.556098919,6.33138154268871e-09,0.961886285,6.826996241,Not rescued,Mettl21a
ENSMUSG00000026012,1.282630657,0.188351843,1.4709825,1.97689921780188e-07,0.879662522,-14.6848075,Worsened,Cd28
ENSMUSG00000026042,1.205206705,-0.118913868,1.086292836,3.66718636647013e-10,0.921379691,9.866678277,Not rescued,Col5a2
ENSMUSG00000026043,1.697037787,-0.16857855,1.528459236,1.16676262311345e-11,0.9123979,9.933694558,Not rescued,Col3a1
ENSMUSG00000026069,1.003732136,0.053584555,1.05731669,0.005070852,0.982777475,-5.33853133,Worsened,Il1rl1
ENSMUSG00000026100,-1.36908958,-0.152600495,-1.521690075,8.07915744491794e-12,0.901516777,-11.14612928,Worsened,Mstn
ENSMUSG00000026107,0.649803043,-0.182694364,0.467108679,1.14550987196681e-05,0.784406415,28.11534443,Not rescued,Nabp1
ENSMUSG00000026109,1.111998026,-0.062499774,1.049498252,0.000360645,0.977326649,5.620493275,Not rescued,Tmeff2
ENSMUSG00000026116,-0.904953855,0.201496296,-0.703457558,3.13212009322197e-13,0.68237779,22.26591947,Not rescued,Tmem131
ENSMUSG00000026147,-1.2888132,0.287042429,-1.001770771,0.000528656,0.888488038,22.27184119,Not rescued,Col9a1
ENSMUSG00000026170,-0.740908207,0.022046758,-0.718861449,1.78127789606635e-05,0.987837062,2.975639631,Not rescued,Cyp27a1
ENSMUSG00000026177,1.743937722,-0.350162562,1.393775161,8.26373744737669e-12,0.72902874,20.07884555,Not rescued,Slc11a1
ENSMUSG00000026193,1.039242487,-0.100420521,0.938821966,0.000222842,0.963391826,9.662857536,Not rescued,Fn1
ENSMUSG00000026238,0.5971736,-0.013325622,0.583847977,3.35702115431628e-08,0.988228502,2.231448678,Not rescued,Ptma
ENSMUSG00000026251,1.056611683,-0.236483016,0.820128667,7.27077387610305e-05,0.868086671,22.38126075,Not rescued,Chrnd
ENSMUSG00000026253,4.678567898,-0.387470907,4.291096991,5.00130977150678e-17,0.70614076,8.281827157,Not rescued,Chrng
ENSMUSG00000026259,1.923068095,-0.335685392,1.587382703,8.1328775115754e-06,0.865850426,17.45572053,Not rescued,Ngef
ENSMUSG00000026278,1.118587314,-0.17392926,0.944658055,8.97311425613808e-06,0.895854358,15.54901056,Not rescued,Bok
ENSMUSG00000026288,0.922959043,0.091989369,1.014948412,1.12358723772663e-06,0.946354238,-9.96678774,Worsened,Inpp5d
ENSMUSG00000026308,0.504864957,-0.085587989,0.419276968,0.012582,0.955621736,16.95264994,Not rescued,Klhl30
ENSMUSG00000026315,1.433569726,-0.256418175,1.177151551,7.27191775439985e-08,0.856213646,17.88669017,Not rescued,Serpinb8
ENSMUSG00000026321,1.261918057,-0.075988569,1.185929489,3.04793184455575e-05,0.974561413,6.021672181,Not rescued,Tnfrsf11a
ENSMUSG00000026335,0.95569863,-0.183653576,0.772045054,4.98028275056438e-30,0.481631186,19.21668298,Not rescued,Pam
ENSMUSG00000026355,1.290074934,-0.220130266,1.069944668,1.03496133293805e-10,0.816853289,17.06337051,Not rescued,Mcm6
ENSMUSG00000026360,1.03888706,0.658138385,1.697025445,0.021479436,0.657008228,-63.35033037,Worsened,Rgs2
ENSMUSG00000026380,-1.110485457,0.148064256,-0.962421201,0.002982735,0.960891474,13.33329084,Not rescued,Tfcp2l1
ENSMUSG00000026395,1.711764518,0.117821075,1.829585593,5.66736729804802e-12,0.953871648,-6.883018875,Worsened,Ptprc
ENSMUSG00000026407,-0.578711585,0.079223189,-0.499488396,2.17552585293427e-14,0.853864669,13.68958069,Not rescued,Cacna1s
ENSMUSG00000026414,1.515915738,-0.060958981,1.454956757,9.95767746042692e-11,0.976042526,4.021264467,Not rescued,Tnnt2
ENSMUSG00000026418,2.90213708,-0.489506271,2.412630809,4.10871673399958e-11,0.822670905,16.86709681,Not rescued,Tnni1
ENSMUSG00000026421,0.582016686,-0.054575423,0.527441263,1.78127789606635e-05,0.961851241,9.376951674,Not rescued,Csrp1
ENSMUSG00000026430,1.661165055,-0.104168112,1.556996944,8.18346701951178e-10,0.958250974,6.270786351,Not rescued,Rassf5
ENSMUSG00000026437,-0.839024737,0.030876878,-0.808147858,3.12108810566949e-07,0.981019132,3.680091551,Not rescued,Cdk18
ENSMUSG00000026443,1.170402103,0.060212326,1.230614429,0.005838749,0.983157721,-5.144584601,Worsened,Lrrn2
ENSMUSG00000026458,1.600903318,0.02273566,1.623638978,5.02424446085212e-09,0.989845415,-1.420176932,Worsened,Ppfia4
ENSMUSG00000026459,2.100922908,-0.058203456,2.042719452,2.02050246505484e-20,0.976533954,2.77037562,Not rescued,Myog
ENSMUSG00000026469,-0.671007609,0.105851967,-0.565155642,6.72852391938507e-05,0.916175266,15.77507703,Not rescued,Xpr1
ENSMUSG00000026475,1.326381473,-0.219536435,1.106845038,0.020618572,0.956546064,16.55153057,Not rescued,Rgs16
ENSMUSG00000026479,1.094725849,-0.67569324,0.419032609,0.036162835,0.722524367,61.72259846,Partially rescued,Lamc2
ENSMUSG00000026480,1.620896073,-0.244330293,1.37656578,7.55821118780979e-10,0.860032644,15.07377907,Not rescued,Ncf2
ENSMUSG00000026483,1.074966251,-0.139938296,0.935027955,4.32001102927838e-18,0.827361071,13.01792461,Not rescued,Niban1
ENSMUSG00000026491,-0.50610513,0.010250079,-0.495855052,1.38511995258563e-09,0.988228502,2.025286439,Not rescued,Ahctf1
ENSMUSG00000026511,0.535285221,-0.12479192,0.4104933,1.12840147355603e-10,0.711043801,23.31316382,Not rescued,Srp9
ENSMUSG00000026519,-0.574233962,0.050857912,-0.52337605,3.4919347867422e-17,0.906886328,8.856653477,Not rescued,Tmem63a
ENSMUSG00000026536,1.401150084,0.043886651,1.445036735,9.20496323285362e-05,0.987297712,-3.132187744,Worsened,Ifi211
ENSMUSG00000026547,0.742169075,-0.059222972,0.682946102,3.46716409086866e-07,0.961851241,7.97971438,Not rescued,Tagln2
ENSMUSG00000026548,2.771885599,0.055971951,2.82785755,9.35247609794717e-12,0.983157721,-2.0192735,Worsened,Slamf9
ENSMUSG00000026558,0.527697466,-0.359921554,0.167775912,0.002443236,0.445229233,68.20604177,Partially rescued,Uck2
ENSMUSG00000026574,0.830129315,-0.022470675,0.807658639,5.48570802546678e-09,0.98409227,2.706888523,Not rescued,Dpt
ENSMUSG00000026589,1.164530616,-0.03820565,1.126324966,3.14738305879802e-07,0.981982167,3.280776809,Not rescued,Sec16b
ENSMUSG00000026600,1.362437136,-0.425200136,0.937236999,1.56368148652537e-23,0.150281031,31.2087894,Partially rescued,Soat1
ENSMUSG00000026637,0.737850505,-0.194035981,0.543814525,0.000504364,0.860032644,26.29746531,Not rescued,Traf5
ENSMUSG00000026655,0.759332981,0.16604802,0.925381001,0.002028988,0.901127779,-21.86761598,Worsened,Fam107b
ENSMUSG00000026656,1.814492495,0.01586311,1.830355606,2.61261932549834e-13,0.991611429,-0.874245031,Worsened,Fcgr2b
ENSMUSG00000026672,-0.526948883,0.024460442,-0.502488441,8.63854666800954e-05,0.981019132,4.641900278,Not rescued,Optn
ENSMUSG00000026674,0.567754965,-0.106799622,0.460955343,6.73896060623034e-05,0.893438858,18.81086528,Not rescued,Ddr2
ENSMUSG00000026675,-0.791136329,0.089721589,-0.70141474,0.000160542,0.958711558,11.34085061,Not rescued,Hsd17b7
ENSMUSG00000026697,0.630813333,-0.007831959,0.622981374,0.011974228,0.995174228,1.241565256,Not rescued,Myoc
ENSMUSG00000026712,1.461321559,-0.21872946,1.242592099,0.000140402,0.92753927,14.96792124,Not rescued,Mrc1
ENSMUSG00000026728,1.14441819,-0.411186914,0.733231276,1.68157331476949e-23,0.099223459,35.92977792,Partially rescued,Vim
ENSMUSG00000026737,0.576858526,0.139391372,0.716249898,0.000300568,0.867625845,-24.16387475,Worsened,Pip4k2a
ENSMUSG00000026748,0.739955453,-0.126757949,0.613197504,5.86150326223567e-12,0.807168776,17.13048384,Not rescued,Plxdc2
ENSMUSG00000026749,-0.589091305,-0.257663853,-0.846755159,0.005240951,0.77126821,-43.73920493,Worsened,Nek6
ENSMUSG00000026764,0.660977978,-0.042265038,0.618712941,0.019937069,0.982777475,6.39431856,Not rescued,Kif5c
ENSMUSG00000026782,0.928985446,0.096285278,1.025270724,1.99554174254359e-21,0.858056003,-10.36456261,Worsened,Abi2
ENSMUSG00000026786,1.565893226,-0.464394955,1.10149827,4.18833351777532e-16,0.354043486,29.65687235,Not rescued,Apbb1ip
ENSMUSG00000026796,1.205524842,-0.235125299,0.970399543,7.51798252046277e-23,0.580564204,19.50397792,Not rescued,Niban2
ENSMUSG00000026825,0.707406603,-0.291929609,0.415476994,0.000199669,0.667345477,41.26758325,Partially rescued,Dnm1
ENSMUSG00000026827,-0.514715058,0.027862767,-0.486852291,2.08282049096201e-07,0.974586011,5.413241162,Not rescued,Gpd2
ENSMUSG00000026828,2.60569599,-0.039168939,2.566527051,4.16083031159e-08,0.989343838,1.503204486,Not rescued,Galnt5
ENSMUSG00000026832,1.551975128,0.095074708,1.647049836,1.23936730660326e-06,0.966736332,-6.126045876,Worsened,Cytip
ENSMUSG00000026833,0.911549005,-0.08366344,0.827885565,2.4710408123662e-07,0.9526467,9.17816154,Not rescued,Olfm1
ENSMUSG00000026837,0.894497003,-0.17113245,0.723364553,2.00306588292758e-06,0.86985567,19.1316963,Not rescued,Col5a1
ENSMUSG00000026840,-1.257340952,0.090686408,-1.166654544,0.001050213,0.976533954,7.212555055,Not rescued,Lamc3
ENSMUSG00000026853,-0.548791438,0.044362753,-0.504428685,1.70763225055051e-14,0.924293334,8.083718148,Not rescued,Crat
ENSMUSG00000026854,0.525385538,-0.099945761,0.425439777,3.73574436025128e-06,0.86985567,19.02331783,Not rescued,Usp20
ENSMUSG00000026864,1.527779277,-0.251684632,1.276094645,4.93165771999652e-51,0.408221843,16.473887,Not rescued,Hspa5
ENSMUSG00000026873,0.549818338,-0.306701544,0.243116794,0.016908259,0.702448494,55.78234168,Partially rescued,Phf19
ENSMUSG00000026875,1.298520895,-0.451328572,0.847192323,0.000132663,0.719386157,34.75712817,Partially rescued,Traf1
ENSMUSG00000026879,0.555418005,-0.086149667,0.469268338,0.002192974,0.947673294,15.51078033,Not rescued,Gsn
ENSMUSG00000026893,-0.525611074,-0.048500495,-0.57411157,0.00402114,0.974586011,-9.227449293,Worsened,Gca
ENSMUSG00000026915,-0.691736328,0.113629552,-0.578106776,2.38482400831683e-06,0.8930846,16.42671459,Not rescued,Strbp
ENSMUSG00000026944,-0.53966121,0.121824476,-0.417836734,1.42219065077636e-08,0.783244242,22.57425094,Not rescued,Abca2
ENSMUSG00000026956,1.122392323,-0.284725435,0.837666888,1.2487982039314e-13,0.561494033,25.36772832,Not rescued,Uap1l1
ENSMUSG00000026979,1.848464304,-0.139501865,1.708962438,1.17347604492438e-05,0.963391826,7.546906097,Not rescued,Psd4
ENSMUSG00000027004,-0.855302471,0.68128936,-0.174013112,0.003411789,0.360977492,79.65478676,Partially rescued,Frzb
ENSMUSG00000027007,-0.575521546,0.050829549,-0.524691997,5.49542619154347e-07,0.958250974,8.831910773,Not rescued,Itprid2
ENSMUSG00000027009,-0.939977181,0.140689403,-0.799287777,4.43281861180856e-10,0.86985567,14.96732115,Not rescued,Itga4
ENSMUSG00000027030,0.599848778,0.094457732,0.69430651,0.007269259,0.955621736,-15.74692413,Worsened,Stk39
ENSMUSG00000027035,1.669332821,-0.232087114,1.437245707,9.47095546194977e-12,0.848860669,13.90298636,Not rescued,Cers6
ENSMUSG00000027068,5.254527445,-0.799583314,4.454944131,9.20094834251108e-12,0.631143876,15.21703563,Not rescued,Dhrs9
ENSMUSG00000027075,-0.777084026,0.339915222,-0.437168804,0.033504113,0.845644907,43.74240247,Partially rescued,Slc43a1
ENSMUSG00000027082,0.667268485,-0.135142073,0.532126412,0.000532864,0.896071608,20.25302799,Not rescued,Tfpi
ENSMUSG00000027107,1.12913244,-0.422061151,0.707071289,7.26100421400036e-07,0.588377759,37.37924232,Partially rescued,Chrna1
ENSMUSG00000027115,0.69645478,-0.2822489,0.41420588,0.019211696,0.830479118,40.52652209,Partially rescued,Kif18a
ENSMUSG00000027171,1.961917582,-0.466462866,1.495454717,1.80209994370646e-05,0.809089888,23.77586449,Not rescued,Prrg4
ENSMUSG00000027176,0.603167769,-0.008346196,0.594821573,4.93575059026937e-09,0.989845415,1.383727104,Not rescued,Cstf3
ENSMUSG00000027188,0.625595537,-0.356377464,0.269218073,0.015812673,0.698229593,56.96611353,Partially rescued,Pamr1
ENSMUSG00000027199,0.581705075,0.309905091,0.891610166,0.017880784,0.732450159,-53.2752944,Worsened,Gatm
ENSMUSG00000027200,-0.579856222,0.204382865,-0.375473357,5.61698535927268e-05,0.725236428,35.24716256,Partially rescued,Sema6d
ENSMUSG00000027204,1.023094595,0.271991822,1.295086418,0.000943037,0.86985567,-26.58520765,Worsened,Fbn1
ENSMUSG00000027207,0.762400298,-0.095487936,0.666912361,9.51973192599308e-05,0.94391398,12.52464572,Not rescued,Galk2
ENSMUSG00000027215,0.857129158,-0.375283517,0.481845642,2.01981175008769e-05,0.561494033,43.78377669,Partially rescued,Cd82
ENSMUSG00000027217,-0.712641051,0.880872218,0.168231167,0.038809276,0.233944323,123.6067185,Over-corrected,Tspan18
ENSMUSG00000027227,-0.646896193,0.031314505,-0.615581688,1.91119895213462e-09,0.974262251,4.840731143,Not rescued,Sord
ENSMUSG00000027244,0.504865533,-0.118290397,0.386575136,3.59094513740034e-10,0.725236428,23.4300797,Not rescued,Atg13
ENSMUSG00000027248,0.767754293,-0.286274055,0.481480238,5.49387721250615e-28,0.039711459,37.2871969,Partially rescued,Pdia3
ENSMUSG00000027254,2.510924931,-0.176069727,2.334855203,8.31340925263007e-21,0.917825096,7.012146214,Not rescued,Map1a
ENSMUSG00000027255,-0.712322136,-0.082548007,-0.794870143,3.42171863659788e-15,0.872601297,-11.58857808,Worsened,Arfgap2
ENSMUSG00000027298,0.719102572,-0.043294218,0.675808354,0.047160896,0.986347894,6.020590081,Not rescued,Tyro3
ENSMUSG00000027313,-1.647236758,1.038525476,-0.608711282,0.015640141,0.642173824,63.04652145,Partially rescued,Chac1
ENSMUSG00000027322,2.625635159,0.201444485,2.827079644,1.01997035995183e-12,0.931988563,-7.672219203,Worsened,Siglec1
ENSMUSG00000027333,-1.267073396,-0.286178759,-1.553252156,9.67160062198858e-05,0.86985567,-22.58580759,Worsened,Smox
ENSMUSG00000027339,0.777008692,0.133050906,0.910059598,0.001909575,0.931431416,-17.12347723,Worsened,Rassf2
ENSMUSG00000027346,-0.98375457,0.050078288,-0.933676282,1.52058961888635e-11,0.967820489,5.090526555,Not rescued,Gpcpd1
ENSMUSG00000027347,2.148751863,-0.057503763,2.0912481,4.2942253935565e-05,0.987297712,2.676147213,Not rescued,Rasgrp1
ENSMUSG00000027368,0.89566843,-0.398460831,0.497207599,0.010379838,0.769514074,44.48753777,Partially rescued,Dusp2
ENSMUSG00000027386,1.214722007,-0.268301888,0.946420118,2.3408104924768e-07,0.80814826,22.08751359,Not rescued,Fbln7
ENSMUSG00000027408,0.698467512,-0.014805516,0.683661996,0.017635592,0.992775011,2.119714362,Not rescued,Cpxm1
ENSMUSG00000027412,1.176936549,-0.291109091,0.885827458,1.1588975181938e-17,0.476077187,24.7344762,Not rescued,Lpin3
ENSMUSG00000027422,1.137397064,-0.186382106,0.951014958,1.06636455962383e-54,0.376353968,16.38672296,Not rescued,Rrbp1
ENSMUSG00000027429,0.863190567,-0.393216311,0.469974255,1.72421232521844e-11,0.194470701,45.55382396,Partially rescued,Sec23b
ENSMUSG00000027454,0.907457915,-0.071263443,0.836194473,0.005679017,0.976533954,7.853085126,Not rescued,Gins1
ENSMUSG00000027469,-1.040206127,-0.357296783,-1.39750291,0.002293694,0.833982738,-34.34865207,Worsened,Tpx2
ENSMUSG00000027487,-0.596537876,0.151485406,-0.44505247,0.022029626,0.916507575,25.39409687,Not rescued,Cdk5rap1
ENSMUSG00000027490,1.369737878,-0.713951409,0.655786469,1.07375175899257e-06,0.243395715,52.12321428,Partially rescued,E2f1
ENSMUSG00000027496,-0.695816259,0.066487486,-0.629328773,0.00257736,0.972827537,9.555322256,Not rescued,Aurka
ENSMUSG00000027514,2.722373504,0.474311063,3.196684567,4.27149199045859e-15,0.470801895,-17.42270346,Worsened,Zbp1
ENSMUSG00000027520,1.404824197,0.105015393,1.50983959,2.6080792136857e-09,0.955621736,-7.475340578,Worsened,Zdbf2
ENSMUSG00000027533,0.607784951,-0.356009294,0.251775657,0.023386589,0.713316801,58.57487804,Partially rescued,Fabp5
ENSMUSG00000027536,-0.927410321,-0.362936305,-1.290346626,0.004751951,0.809752064,-39.13438273,Worsened,Chmp4c
ENSMUSG00000027544,0.537276318,-0.102020086,0.435256231,0.000373832,0.906886328,18.98838327,Not rescued,Nfatc2
ENSMUSG00000027547,-0.514837966,-0.245404981,-0.760242947,0.003013066,0.730244915,-47.66644987,Worsened,Sall4
ENSMUSG00000027603,-0.695806415,-0.004038984,-0.699845399,0.006945261,0.9972542,-0.580475238,Worsened,Ggt7
ENSMUSG00000027624,0.912876815,-0.036386333,0.876490482,1.70791226013292e-18,0.965568399,3.985897367,Not rescued,Epb41l1
ENSMUSG00000027646,0.634793182,-0.105525246,0.529267936,5.81216524726421e-06,0.885982037,16.62356321,Not rescued,Src
ENSMUSG00000027684,-0.622550778,0.224264498,-0.39828628,2.0825446701059e-07,0.590389775,36.0234869,Partially rescued,Mecom
ENSMUSG00000027712,0.960697126,0.069542549,1.030239675,2.86528025482853e-11,0.955395887,-7.238758973,Worsened,Anxa5
ENSMUSG00000027715,2.249033329,-0.792732008,1.456301321,1.42136240280063e-06,0.585297425,35.24767718,Partially rescued,Ccna2
ENSMUSG00000027742,-0.630142064,0.082908786,-0.547233278,1.6003491176918e-06,0.917719397,13.15715783,Not rescued,Cog6
ENSMUSG00000027765,-0.526945855,0.033625624,-0.49332023,0.002188164,0.978038625,6.38122947,Not rescued,P2ry1
ENSMUSG00000027797,2.419230771,-0.273745398,2.145485374,2.86976983624378e-46,0.632194755,11.31539003,Not rescued,Dclk1
ENSMUSG00000027808,0.794095966,-0.2031608,0.590935166,4.06334459485485e-25,0.311817808,25.58391029,Not rescued,Serp1
ENSMUSG00000027822,0.647557757,-0.05474446,0.592813297,4.3675169490632e-07,0.958250974,8.453988788,Not rescued,Slc33a1
ENSMUSG00000027827,-1.251268451,0.193919718,-1.057348733,2.88865497567655e-09,0.87747305,15.49785082,Not rescued,Kcnab1
ENSMUSG00000027828,0.532051367,-0.09798891,0.434062457,8.85531577352768e-07,0.86985567,18.41718981,Not rescued,Ssr3
ENSMUSG00000027832,0.986730149,-0.23947412,0.747256029,0.000233688,0.868690982,24.26946419,Not rescued,Ptx3
ENSMUSG00000027833,0.787922192,-0.07673796,0.711184232,0.000619564,0.963391826,9.73928141,Not rescued,Shox2
ENSMUSG00000027843,1.299243184,0.263106621,1.562349806,6.40236273837066e-05,0.86985567,-20.25076018,Worsened,Ptpn22
ENSMUSG00000027864,1.02362951,-0.152571887,0.871057623,1.15611146815776e-10,0.867143016,14.90499105,Not rescued,Ptgfrn
ENSMUSG00000027879,0.591951283,-0.194756729,0.397194554,2.17552585293427e-14,0.363608343,32.90080357,Partially rescued,Sec22b
ENSMUSG00000027883,1.400466854,-0.133034554,1.2674323,3.92863377727215e-09,0.925147987,9.499300429,Not rescued,Gpsm2
ENSMUSG00000027894,1.198212797,-0.121998151,1.076214646,2.71395240497447e-07,0.940127121,10.18167652,Not rescued,Slc6a17
ENSMUSG00000027907,0.852168033,-0.210822692,0.641345341,1.44176853762823e-11,0.632391486,24.73956819,Not rescued,S100a11
ENSMUSG00000027935,0.796240214,-0.114921084,0.68131913,2.86314955728294e-05,0.917825096,14.4329666,Not rescued,Rab13
ENSMUSG00000027962,0.858242135,-0.185874447,0.672367688,4.46582878752271e-08,0.793494502,21.65757648,Not rescued,Vcam1
ENSMUSG00000027978,1.062102955,0.011999352,1.074102307,0.000698843,0.993570474,-1.129773006,Worsened,Prss12
ENSMUSG00000027994,1.76441596,-0.161918048,1.602497912,1.31591082218669e-06,0.946354238,9.176863706,Not rescued,Mcub
ENSMUSG00000027995,1.782457136,-0.086334284,1.696122852,7.24003093490645e-11,0.96591376,4.843554591,Not rescued,Tlr2
ENSMUSG00000028007,0.701719144,-0.061884404,0.639834739,2.66035748992415e-05,0.961886285,8.818970511,Not rescued,Snx7
ENSMUSG00000028024,0.728554554,0.188282851,0.916837405,0.000315016,0.862249175,-25.84334277,Worsened,Enpep
ENSMUSG00000028037,1.111994505,0.60553685,1.717531355,3.71963204405322e-05,0.328445452,-54.45502182,Worsened,Ifi44
ENSMUSG00000028044,1.476410119,-0.235424776,1.240985343,1.16676262311345e-11,0.791865833,15.94575742,Not rescued,Cks1b
ENSMUSG00000028047,1.405785823,-0.322159352,1.083626471,1.4467779517533e-19,0.488035572,22.91667387,Not rescued,Thbs3
ENSMUSG00000028059,0.520991624,0.11843116,0.639422784,9.79079270776993e-05,0.86985567,-22.73187399,Worsened,Arhgef2
ENSMUSG00000028063,1.023657252,-0.257446136,0.766211116,1.30714815537239e-27,0.320174384,25.14964218,Not rescued,Lmna
ENSMUSG00000028064,1.57579716,0.127664989,1.70346215,4.08105598650303e-09,0.947560486,-8.101613119,Worsened,Sema4a
ENSMUSG00000028068,0.931901745,-0.322189491,0.609712255,0.007295855,0.84386856,34.57333268,Partially rescued,Iqgap3
ENSMUSG00000028108,0.882283731,-0.206182338,0.676101393,1.35062660292754e-08,0.765314722,23.36916468,Not rescued,Ecm1
ENSMUSG00000028111,0.955444388,-0.32548024,0.629964148,0.000512618,0.78889708,34.06584869,Partially rescued,Ctsk
ENSMUSG00000028125,1.060700719,0.175732122,1.236432841,0.009325383,0.946953455,-16.56754998,Worsened,Abca4
ENSMUSG00000028132,-0.711037654,0.001417518,-0.709620135,2.79213894322833e-11,0.997256702,0.199359109,Not rescued,Tlcd4
ENSMUSG00000028150,-0.616054237,0.137979498,-0.478074739,9.36839480843539e-13,0.684187543,22.39729714,Not rescued,Rorc
ENSMUSG00000028152,0.749628675,-0.0234006,0.726228074,6.74160291362412e-08,0.981982167,3.121625567,Not rescued,Tspan5
ENSMUSG00000028158,0.553890764,0.244442517,0.798333281,0.002582196,0.723344721,-44.13189991,Worsened,Mttp
ENSMUSG00000028159,-0.960546203,0.051317743,-0.90922846,4.9336898242824e-05,0.977545456,5.342558552,Not rescued,Dapp1
ENSMUSG00000028167,0.843918951,-0.295486929,0.548432023,0.039469361,0.872601297,35.01366193,Partially rescued,Bdh2
ENSMUSG00000028189,-0.614045327,0.085007864,-0.529037463,0.000301142,0.946354238,13.84390701,Not rescued,Ctbs
ENSMUSG00000028194,-0.869460927,0.120185085,-0.749275842,0.000358606,0.946603056,13.82294256,Not rescued,Ddah1
ENSMUSG00000028197,0.995764242,0.372800361,1.368564602,1.07375175899257e-06,0.590389775,-37.43861698,Worsened,Col24a1
ENSMUSG00000028214,0.743609311,0.252552792,0.996162103,0.03178982,0.88233491,-33.96310241,Worsened,Gem
ENSMUSG00000028218,0.502092508,0.033352247,0.535444755,6.7148960150527e-05,0.974383392,-6.642649873,Worsened,Cibar1
ENSMUSG00000028238,2.975536714,-1.105134872,1.870401841,2.9527817774492e-11,0.240534197,37.14069019,Partially rescued,Atp6v0d2
ENSMUSG00000028246,0.793149898,-0.3563269,0.436822999,0.039117949,0.827361071,44.92554312,Partially rescued,Faxc
ENSMUSG00000028268,0.756917602,0.164575451,0.921493053,1.78963531826977e-05,0.86363549,-21.74284897,Worsened,Gbp3
ENSMUSG00000028278,-0.526206746,0.050566368,-0.475640379,3.49088618395576e-10,0.927032372,9.609600764,Not rescued,Rragd
ENSMUSG00000028289,-0.735989639,0.390784668,-0.345204971,0.003800444,0.65616519,53.09649036,Partially rescued,Epha7
ENSMUSG00000028312,0.747061883,-0.263785277,0.483276606,0.00327407,0.81406278,35.30969561,Partially rescued,Smc2
ENSMUSG00000028334,0.552034089,-0.249111577,0.302922512,1.13950888751966e-09,0.275619362,45.12612212,Partially rescued,Nans
ENSMUSG00000028337,1.492714711,-0.484530838,1.008183873,2.54547282422173e-08,0.519033853,32.45970812,Partially rescued,Coro2a
ENSMUSG00000028339,0.624715188,0.132120886,0.756836074,0.046715227,0.955220498,-21.14897938,Worsened,Col15a1
ENSMUSG00000028369,1.037973763,-0.261814673,0.77615909,5.87473974148581e-06,0.809089888,25.22363114,Not rescued,Svep1
ENSMUSG00000028373,1.038023793,-0.654959673,0.383064121,0.003750542,0.513601328,63.09678805,Partially rescued,Astn2
ENSMUSG00000028378,1.272426552,-0.164707026,1.107719526,6.52493570762114e-10,0.86985567,12.9443248,Not rescued,Ptgr1
ENSMUSG00000028417,1.27799746,0.029573681,1.307571141,6.62564480563409e-08,0.986511845,-2.314064138,Worsened,Tal2
ENSMUSG00000028434,-0.608959093,0.293439581,-0.315519512,3.62854198874788e-05,0.513601328,48.18707599,Partially rescued,Epb41l4b
ENSMUSG00000028444,-0.900844077,-0.169291927,-1.070136004,0.028847334,0.956033457,-18.79258926,Worsened,Cntfr
ENSMUSG00000028445,-0.84631468,-0.298897377,-1.145212058,0.000794637,0.800269507,-35.31752243,Worsened,Enho
ENSMUSG00000028475,-0.731982976,0.495829664,-0.236153312,0.005402336,0.513601328,67.73786832,Partially rescued,Spaar
ENSMUSG00000028480,1.355304133,0.105554744,1.460858877,7.79033134241843e-08,0.956687279,-7.788269901,Worsened,Glipr2
ENSMUSG00000028525,-0.939872143,0.580246736,-0.359625406,0.006811661,0.60938712,61.73677354,Partially rescued,Pde4b
ENSMUSG00000028527,0.834358913,0.32791019,1.162269103,0.006885859,0.809089888,-39.3008554,Worsened,Ak4
ENSMUSG00000028532,-0.615184204,-0.006372387,-0.621556591,0.000284133,0.993949945,-1.035850178,Worsened,Cachd1
