Gene,log2FC_disease,log2FC_treated,log2FC_treated_vs_WT,padj_disease,padj_treated,rescue_metric,rescue_status_fixed,GeneSymbol
ENSMUSG00000027794,3.366779209,0.011783063,3.378562272,0.038635101,1,-0.349980272,Worsened,Sohlh2
ENSMUSG00000027796,1.198425926,-0.346277095,0.85214883,2.38618321245449e-05,1,28.89432613,Not rescued,Smad9
ENSMUSG00000027797,1.750288349,-0.019712663,1.730575687,1.22946164511881e-25,1,1.126252286,Not rescued,Dclk1
ENSMUSG00000027808,0.541975703,0.068894581,0.610870284,3.71246024186298e-12,1,-12.71174719,Worsened,Serp1
ENSMUSG00000027820,-0.691296413,0.222253165,-0.469043248,0.000885969,1,32.15019789,Partially rescued,Mme
ENSMUSG00000027822,0.542510353,-0.100099963,0.44241039,2.70829747997588e-05,1,18.4512539,Not rescued,Slc33a1
ENSMUSG00000027824,-1.199739726,0.312082805,-0.887656922,0.021037401,1,26.01254238,Not rescued,Vmn2r1
ENSMUSG00000027827,-1.297085567,0.070657353,-1.226428214,4.46039334840088e-09,1,5.44739338,Not rescued,Kcnab1
ENSMUSG00000027828,0.648775732,-0.052915806,0.595859927,9.85441303217611e-10,1,8.156255384,Not rescued,Ssr3
ENSMUSG00000027843,0.824634475,-0.123049447,0.701585028,0.017167474,1,14.92169573,Not rescued,Ptpn22
ENSMUSG00000027848,0.879455622,-0.455492817,0.423962805,1.51549835642008e-05,1,51.79258685,Partially rescued,Olfml3
ENSMUSG00000027859,1.84102667,-0.53500356,1.30602311,0.004309971,1,29.06006569,Not rescued,Ngf
ENSMUSG00000027861,0.730539006,-0.051798932,0.678740074,0.001437539,1,7.090508715,Not rescued,Casq2
ENSMUSG00000027863,1.093221092,0.11102707,1.204248162,0.021134916,1,-10.15595753,Worsened,Cd2
ENSMUSG00000027864,0.705488346,0.046947258,0.752435604,1.80218299415555e-05,1,-6.654576009,Worsened,Ptgfrn
ENSMUSG00000027879,0.532032538,-0.034017007,0.498015531,1.01457933647961e-11,1,6.393783232,Not rescued,Sec22b
ENSMUSG00000027883,0.913729576,-0.120645752,0.793083824,0.000143845,1,13.20366064,Not rescued,Gpsm2
ENSMUSG00000027894,1.352758517,-0.431376319,0.921382198,8.49606720088809e-09,1,31.88864187,Partially rescued,Slc6a17
ENSMUSG00000027913,3.516867846,-0.332106368,3.184761478,0.041819795,1,9.443242748,Not rescued,Crct1
ENSMUSG00000027932,0.544239468,-0.125423613,0.418815855,0.046120607,1,23.04566656,Not rescued,Slc27a3
ENSMUSG00000027935,0.911528677,0.10130319,1.012831867,1.17577145705442e-06,1,-11.11354942,Worsened,Rab13
ENSMUSG00000027950,1.369714635,0.225344302,1.595058938,0.000969322,1,-16.45191609,Worsened,Chrnb2
ENSMUSG00000027962,0.613263089,0.023201628,0.636464717,0.00020933,1,-3.783307459,Worsened,Vcam1
ENSMUSG00000027978,1.188512756,0.108246554,1.29675931,0.000130012,1,-9.107731789,Worsened,Prss12
ENSMUSG00000027994,1.256669068,-0.197556955,1.059112113,0.000353239,1,15.72068256,Not rescued,Mcub
ENSMUSG00000027995,1.215388262,-0.063732144,1.151656119,1.2067913333884e-05,1,5.243768239,Not rescued,Tlr2
ENSMUSG00000028007,1.011640906,0.011088151,1.022729057,1.53321732162089e-09,1,-1.096055992,Worsened,Snx7
ENSMUSG00000028011,3.397230105,-3.085199791,0.312030314,0.021549667,1,90.81515517,Rescued,Tdo2
ENSMUSG00000028024,0.773054508,-0.146781659,0.626272849,0.000123295,1,18.98723282,Not rescued,Enpep
ENSMUSG00000028035,0.629008129,-0.091570617,0.537437512,0.003100298,1,14.55793853,Not rescued,Dnajb4
ENSMUSG00000028037,1.621891757,-0.158230042,1.463661715,8.19197236667187e-10,1,9.755894097,Not rescued,Ifi44
ENSMUSG00000028044,1.086610488,0.014329447,1.100939935,1.52637875485563e-07,1,-1.318728914,Worsened,Cks1b
ENSMUSG00000028047,1.075381844,0.154148567,1.229530411,1.10905791765179e-11,1,-14.33430996,Worsened,Thbs3
ENSMUSG00000028059,0.85407857,-0.119788053,0.734290518,1.87033690862588e-11,1,14.02541368,Not rescued,Arhgef2
ENSMUSG00000028063,1.11166565,-0.097460282,1.014205368,1.79346912791729e-32,1,8.767049908,Not rescued,Lmna
ENSMUSG00000028082,0.570768287,-0.163546197,0.407222089,3.79553681923294e-05,1,28.65369383,Not rescued,Sh3d19
ENSMUSG00000028098,1.006834612,-0.313671578,0.693163034,0.004155421,1,31.15423069,Partially rescued,Rnf115
ENSMUSG00000028111,1.088822354,0.110582821,1.199405175,6.74594790193872e-05,1,-10.15618575,Worsened,Ctsk
ENSMUSG00000028116,1.424845114,0.017605769,1.442450883,2.92657787637218e-07,1,-1.235626857,Worsened,Myoz2
ENSMUSG00000028121,0.659126583,0.232205108,0.891331691,0.000927706,1,-35.22921295,Worsened,Bcar3
ENSMUSG00000028125,1.103760896,-0.27608089,0.827680006,0.007565394,1,25.01274422,Not rescued,Abca4
ENSMUSG00000028132,-0.833600961,-0.043417264,-0.877018225,3.18650457627474e-15,1,-5.208398988,Worsened,Tlcd4
ENSMUSG00000028149,-0.546704728,-0.05450071,-0.601205438,1.12899926132037e-16,1,-9.968948018,Worsened,Rap1gds1
ENSMUSG00000028150,-0.61309066,0.003907625,-0.609183034,1.18287574156702e-12,1,0.637365011,Not rescued,Rorc
ENSMUSG00000028152,1.038552863,-0.039854123,0.99869874,1.6759574790566e-13,1,3.837466954,Not rescued,Tspan5
ENSMUSG00000028158,0.97273433,0.135431269,1.108165599,2.03902883870156e-08,1,-13.92273967,Worsened,Mttp
ENSMUSG00000028182,0.79301607,0.152397245,0.945413315,0.039317498,1,-19.21742198,Worsened,Lrriq3
ENSMUSG00000028189,-0.754757019,0.029984561,-0.724772458,6.37773334898486e-06,1,3.972743559,Not rescued,Ctbs
ENSMUSG00000028194,-0.539243851,-0.075427114,-0.614670965,0.041447292,1,-13.98757061,Worsened,Ddah1
ENSMUSG00000028197,1.159254093,-0.109556602,1.049697491,9.09976653832054e-09,1,9.450611609,Not rescued,Col24a1
ENSMUSG00000028214,0.870260062,0.718251487,1.588511549,0.011917624,1,-82.53297128,Worsened,Gem
ENSMUSG00000028218,0.611281229,0.070560668,0.681841897,6.70096757548499e-07,1,-11.54307775,Worsened,Cibar1
ENSMUSG00000028238,3.884219281,-1.28148186,2.602737421,3.25943621727974e-11,0.647605656,32.99200605,Partially rescued,Atp6v0d2
ENSMUSG00000028245,-0.513917755,-0.016408427,-0.530326182,4.6019020851285e-19,1,-3.192811922,Worsened,Nsmaf
ENSMUSG00000028246,1.039999804,-0.006182758,1.033817046,0.00631274,1,0.594496042,Not rescued,Faxc
ENSMUSG00000028255,4.655043701,-1.161950108,3.493093593,0.00086759,1,24.9610999,Not rescued,Clca1
ENSMUSG00000028268,0.714787242,-0.098153063,0.616634179,5.7597243959639e-05,1,13.73178722,Not rescued,Gbp3
ENSMUSG00000028278,-0.581355004,0.008800365,-0.572554639,2.84169339941883e-12,1,1.513767846,Not rescued,Rragd
ENSMUSG00000028289,-0.91479131,0.301722118,-0.613069192,0.000163066,1,32.98261745,Partially rescued,Epha7
ENSMUSG00000028327,3.706070228,-0.592835929,3.113234299,0.008873248,1,15.99634903,Not rescued,Stra6l
ENSMUSG00000028337,1.244216709,-0.036862078,1.207354631,3.48752680003576e-05,1,2.962673443,Not rescued,Coro2a
ENSMUSG00000028347,1.672311495,0.072400298,1.744711793,0.006231796,1,-4.329354772,Worsened,Tmeff1
ENSMUSG00000028356,2.456854423,-3.304154969,-0.847300546,0.043142401,0.647605656,134.4872101,Over-corrected,Ambp
ENSMUSG00000028364,2.18765238,-0.267996504,1.919655876,0.008291693,1,12.2504154,Not rescued,Tnc
ENSMUSG00000028373,0.824495107,0.143757274,0.968252382,0.036815294,1,-17.4357947,Worsened,Astn2
ENSMUSG00000028378,1.151594453,0.068294332,1.219888785,3.76765277414421e-08,1,-5.930415192,Worsened,Ptgr1
ENSMUSG00000028391,1.473575678,-0.04571942,1.427856258,0.016433125,1,3.102617699,Not rescued,Wdr31
ENSMUSG00000028417,1.130716472,-0.179365371,0.951351101,8.61368271576969e-07,1,15.8629838,Not rescued,Tal2
ENSMUSG00000028434,-0.804824333,-0.072606408,-0.877430741,1.69913000086661e-08,1,-9.021398151,Worsened,Epb41l4b
ENSMUSG00000028444,-1.067549195,-0.161742505,-1.2292917,0.007774621,1,-15.15082445,Worsened,Cntfr
ENSMUSG00000028445,-0.944878376,-0.123467691,-1.068346068,0.000139187,1,-13.0670459,Worsened,Enho
ENSMUSG00000028456,0.558516045,-0.067172715,0.491343329,0.002432259,1,12.02699835,Not rescued,Unc13b
ENSMUSG00000028480,0.654029181,-0.013243311,0.64078587,0.01309364,1,2.024880808,Not rescued,Glipr2
ENSMUSG00000028527,1.442792895,-0.312217232,1.130575664,5.64663413762552e-07,1,21.63978162,Not rescued,Ak4
ENSMUSG00000028532,-0.783472136,0.094907166,-0.688564969,4.0466393274493e-06,1,12.113662,Not rescued,Cachd1
ENSMUSG00000028538,-0.550490189,-0.016126498,-0.566616687,1.71110124578932e-23,1,-2.929479613,Worsened,St3gal3
ENSMUSG00000028541,0.663739909,0.208344141,0.87208405,0.002309484,1,-31.38942503,Worsened,B4galt2
ENSMUSG00000028552,-0.75400242,0.030947739,-0.723054681,2.30831898133777e-33,1,4.104461455,Not rescued,Eps15
ENSMUSG00000028555,2.98320791,-0.455797254,2.527410656,1.38539094936197e-05,1,15.2787626,Not rescued,Ttc39a
ENSMUSG00000028557,-0.520226945,0.092303236,-0.427923709,3.29291557750391e-13,1,17.74287873,Not rescued,Rnf11
ENSMUSG00000028581,0.970718793,0.004873884,0.975592677,1.74459224592073e-05,1,-0.502090253,Worsened,Laptm5
ENSMUSG00000028583,0.572713682,0.249153607,0.821867289,0.00271674,1,-43.50404305,Worsened,Pdpn
ENSMUSG00000028584,-0.562489941,0.007630717,-0.554859224,0.010709471,1,1.356596156,Not rescued,Lrrc38
ENSMUSG00000028599,0.514642893,0.087772395,0.602415288,0.008078986,1,-17.05500962,Worsened,Tnfrsf1b
ENSMUSG00000028613,2.782724248,0.154864931,2.937589179,1.26980061903082e-07,1,-5.565227366,Worsened,Lrp8
ENSMUSG00000028634,1.202712935,-0.163545412,1.039167523,3.87160016235259e-12,1,13.59804213,Not rescued,Hivep3
ENSMUSG00000028645,0.870277769,-0.434955399,0.43532237,3.05767838541615e-06,1,49.97891642,Partially rescued,Slc2a1
ENSMUSG00000028671,1.35976052,-0.332926927,1.026833593,0.000782904,1,24.48423248,Not rescued,Gale
ENSMUSG00000028710,-0.506016467,0.015269993,-0.490746474,1.02904217094318e-09,1,3.017686995,Not rescued,Atpaf1
ENSMUSG00000028738,3.514655042,-0.19240338,3.322251662,0.039002383,1,5.4743176,Not rescued,Tas1r2
ENSMUSG00000028757,0.894728669,-0.097352323,0.797376346,5.29944559992591e-23,1,10.88065313,Not rescued,Ddost
ENSMUSG00000028771,0.543627885,-0.072474698,0.471153187,5.48700784428461e-10,1,13.3316741,Not rescued,Ptpn12
ENSMUSG00000028789,-0.507930787,0.180024015,-0.327906771,0.011696351,1,35.44262725,Partially rescued,Azin2
ENSMUSG00000028801,2.187661742,-0.459776826,1.727884916,0.007750034,1,21.01681522,Not rescued,Stpg1
ENSMUSG00000028803,-0.611438249,-0.04178096,-0.653219209,1.75284385868699e-06,1,-6.833226475,Worsened,Nipal3
ENSMUSG00000028807,0.975959094,0.109766038,1.085725132,0.000621953,1,-11.24699162,Worsened,Zbtb8a
ENSMUSG00000028843,0.555168781,0.064319366,0.619488147,1.90938812693498e-07,1,-11.5855517,Worsened,Sh3bgrl3
ENSMUSG00000028874,0.823575152,0.250757193,1.074332345,0.045553905,1,-30.44739667,Worsened,Fgr
ENSMUSG00000028885,-0.976692963,0.486758087,-0.489934876,0.005530077,1,49.83737011,Partially rescued,Smpdl3b
ENSMUSG00000028889,0.668865887,-0.131710295,0.537155591,3.43821101832268e-12,1,19.69158507,Not rescued,Yrdc
ENSMUSG00000028919,1.911618944,-0.267094699,1.644524244,0.000790227,1,13.97217266,Not rescued,Arhgef19
ENSMUSG00000028926,0.798238349,-0.14461762,0.653620729,9.54691844552996e-09,1,18.11709754,Not rescued,Cdk14
ENSMUSG00000028931,0.692380302,0.128568913,0.820949215,0.026652536,1,-18.56911766,Worsened,Kcnab2
ENSMUSG00000028943,1.274754357,0.154591746,1.429346103,0.010844868,1,-12.12717925,Worsened,Espn
ENSMUSG00000028949,-0.631497176,0.103892646,-0.52760453,1.30943579885668e-17,1,16.45179895,Not rescued,Smarcd3
ENSMUSG00000028976,2.46166463,-0.245444172,2.216220458,0.000360758,1,9.970658424,Not rescued,Slc2a5
ENSMUSG00000028980,-0.699125894,-0.002975944,-0.702101839,4.5892331255786e-11,1,-0.425666424,Worsened,H6pd
ENSMUSG00000028999,0.526880437,-0.032933354,0.493947083,2.49405668133986e-09,1,6.250631322,Not rescued,Rint1
ENSMUSG00000029003,-0.516801608,0.026996371,-0.489805237,1.24793565820907e-05,1,5.223739745,Not rescued,Mad2l2
ENSMUSG00000029019,4.982934087,-1.003049165,3.979884921,0.007027103,1,20.12968961,Not rescued,Nppb
ENSMUSG00000029036,-0.501355895,-0.029159192,-0.530515087,5.09675713966821e-06,1,-5.816066504,Worsened,Atad3a
ENSMUSG00000029054,2.01583617,-0.108378958,1.907457211,3.15425758829515e-06,1,5.376377307,Not rescued,Gabrd
ENSMUSG00000029056,-0.50405562,0.059158747,-0.444896873,8.56012452863008e-09,1,11.73655139,Not rescued,Pank4
ENSMUSG00000029070,0.577572684,-0.059136385,0.518436299,0.00033243,1,10.238778,Not rescued,Mxra8
ENSMUSG00000029108,0.662573526,0.160348396,0.822921922,6.10448873426084e-05,1,-24.20084568,Worsened,Pcdh7
ENSMUSG00000029123,2.74855973,-0.160383472,2.588176257,0.027009774,1,5.835182354,Not rescued,Stk32b
ENSMUSG00000029134,1.080787205,-0.302390618,0.778396587,0.000127493,1,27.97873776,Not rescued,Plb1
ENSMUSG00000029161,1.933300653,-0.425986088,1.507314565,7.98839803153047e-07,1,22.03413561,Not rescued,Cgref1
ENSMUSG00000029185,0.87341582,0.063909316,0.937325136,5.61826234759674e-09,1,-7.317169481,Worsened,Fam114a1
ENSMUSG00000029186,0.643975679,0.046585816,0.690561495,0.000371792,1,-7.234095582,Worsened,Pi4k2b
ENSMUSG00000029205,2.495969523,-0.265358461,2.230611063,0.000936378,1,10.63147839,Not rescued,Chrna9
ENSMUSG00000029211,2.436272467,-0.128500267,2.307772201,0.022031426,1,5.274462044,Not rescued,Gabra4
ENSMUSG00000029217,1.14508638,0.135061249,1.280147629,2.25472924861663e-12,1,-11.79485243,Worsened,Tec
ENSMUSG00000029219,3.822549362,-0.418364482,3.40418488,1.80734458934787e-05,1,10.94464564,Not rescued,Slc10a4
ENSMUSG00000029223,3.051695988,-0.39070008,2.660995909,1.16212353401467e-16,1,12.80271958,Not rescued,Uchl1
ENSMUSG00000029233,0.525334321,0.015234088,0.540568409,0.005498378,1,-2.899884401,Worsened,Srd5a3
ENSMUSG00000029246,-0.594819485,0.033573889,-0.561245595,2.66103915259337e-05,1,5.644382889,Not rescued,Ppat
ENSMUSG00000029299,1.158270335,-0.189024793,0.969245542,0.001621784,1,16.31957473,Not rescued,Abcg3
ENSMUSG00000029307,3.29655835,-0.802438664,2.494119686,1.63840066466109e-08,1,24.3417097,Not rescued,Dmp1
ENSMUSG00000029322,1.923994217,0.228481141,2.152475358,3.44724451624132e-07,1,-11.87535488,Worsened,Plac8
ENSMUSG00000029330,-0.904600381,-0.13347254,-1.03807292,0.000920408,1,-14.75486219,Worsened,Cds1
ENSMUSG00000029352,1.088046262,-0.008382582,1.07966368,0.009253849,1,0.770425175,Not rescued,Crybb3
ENSMUSG00000029361,-1.074373486,-0.091567308,-1.165940794,3.21961130274291e-09,1,-8.522856277,Worsened,Nos1
ENSMUSG00000029377,3.768181867,-1.290006279,2.478175588,0.03636987,1,34.23418308,Partially rescued,Ereg
ENSMUSG00000029403,-0.541334266,0.062182768,-0.479151498,3.73815148004043e-05,1,11.48694472,Not rescued,Cdkl2
ENSMUSG00000029455,0.577279774,-0.01377411,0.563505664,4.59216665169802e-09,1,2.386037114,Not rescued,Aldh2
ENSMUSG00000029467,1.833052097,-0.054989313,1.778062784,3.86602909693394e-25,1,2.999877267,Not rescued,Atp2a2
ENSMUSG00000029468,0.943420191,0.052985538,0.996405729,7.62507451775899e-05,1,-5.616324342,Worsened,P2rx7
ENSMUSG00000029469,1.248691915,-0.121614856,1.127077058,8.43625134437408e-14,1,9.739380465,Not rescued,Ift81
ENSMUSG00000029470,0.834095115,-0.026237114,0.807858001,5.54770197617853e-10,1,3.145578152,Not rescued,P2rx4
ENSMUSG00000029475,-0.513131986,0.016408563,-0.496723423,7.67874675700954e-06,1,3.197727569,Not rescued,Kdm2b
ENSMUSG00000029512,-0.877877619,-0.093945329,-0.971822948,1.05768505739223e-08,1,-10.70141519,Worsened,Ulk1
ENSMUSG00000029534,-0.513028249,-0.026872918,-0.539901167,4.49834014398297e-06,1,-5.238097154,Worsened,St7
ENSMUSG00000029561,1.388678816,-0.049595602,1.339083214,6.44373392459389e-15,1,3.571423523,Not rescued,Oasl2
ENSMUSG00000029563,-0.746200237,0.226243583,-0.519956654,0.004689843,1,30.31941985,Partially rescued,Foxp2
ENSMUSG00000029598,-0.59326347,-0.006863511,-0.600126981,7.32378836959609e-08,1,-1.156907722,Worsened,Plbd2
ENSMUSG00000029605,0.726519903,0.030108817,0.75662872,0.038187955,1,-4.144252191,Worsened,Oas1b
ENSMUSG00000029622,0.565983383,0.02006185,0.586045232,3.14937862804527e-05,1,-3.544600466,Worsened,Arpc1b
ENSMUSG00000029630,5.917448317,-3.732784788,2.184663529,0.002793802,1,63.08098674,Partially rescued,Cyp3a25
ENSMUSG00000029648,-0.587905179,0.011152834,-0.576752344,0.001148775,1,1.897046474,Not rescued,Flt1
ENSMUSG00000029651,1.15011875,-0.373924353,0.776194397,0.025706449,1,32.51180396,Partially rescued,Mtus2
ENSMUSG00000029659,0.578785212,0.062654348,0.64143956,0.003856371,1,-10.82514673,Worsened,Medag
ENSMUSG00000029661,0.806813268,0.161522449,0.968335716,0.009321934,1,-20.01980571,Worsened,Col1a2
ENSMUSG00000029664,1.253370392,-0.253816746,0.999553647,0.003187333,1,20.2507373,Not rescued,Tfpi2
ENSMUSG00000029669,-0.709212775,0.035056012,-0.674156763,3.0168305672568e-05,1,4.942947067,Not rescued,Tspan12
ENSMUSG00000029683,1.087881405,-0.072913198,1.014968208,5.10465308575038e-05,1,6.702311245,Not rescued,Lmod2
ENSMUSG00000029705,-0.539293131,-0.065241252,-0.604534383,6.43548783950462e-20,1,-12.09754919,Worsened,Cux1
ENSMUSG00000029752,2.447255265,-0.323254973,2.124000291,1.32288020031184e-34,1,13.20887845,Not rescued,Asns
ENSMUSG00000029762,2.225104436,0.083784778,2.308889214,1.38068764324598e-34,1,-3.765431249,Worsened,Akr1b8
ENSMUSG00000029769,0.50013246,-0.128860645,0.371271815,0.000686052,1,25.76530329,Not rescued,Ccdc136
ENSMUSG00000029771,-0.550081423,-0.202330721,-0.752412144,0.003718756,1,-36.78195845,Worsened,Irf5
ENSMUSG00000029778,1.024105297,-0.25738343,0.766721866,0.00025627,1,25.13251628,Not rescued,Adcyap1r1
ENSMUSG00000029802,0.734922253,-0.083325325,0.651596928,2.25606338352838e-17,1,11.3379782,Not rescued,Abcg2
ENSMUSG00000029810,0.846893521,-0.059885505,0.787008015,2.18809233292711e-06,1,7.071196538,Not rescued,Tmem176b
ENSMUSG00000029816,3.075849292,-0.468338852,2.60751044,6.30747227385566e-44,1,15.22632638,Not rescued,Gpnmb
ENSMUSG00000029821,2.675082072,-0.166713606,2.508368465,2.92086676568835e-14,1,6.232093147,Not rescued,Gsdme
ENSMUSG00000029822,1.883510847,-0.257652684,1.625858163,4.22815179832593e-17,1,13.67938414,Not rescued,Osbpl3
ENSMUSG00000029843,2.10972767,-0.271374207,1.838353463,0.002901642,1,12.86299701,Not rescued,Slc13a4
ENSMUSG00000029862,-0.791387397,-0.009117785,-0.800505182,4.21016452296319e-14,1,-1.152126609,Worsened,Clcn1
ENSMUSG00000029913,1.317960972,-0.180496513,1.137464459,2.62309387058273e-08,1,13.69513339,Not rescued,Prdm5
ENSMUSG00000029925,0.897119556,-0.424144765,0.472974791,0.004255357,1,47.27851069,Partially rescued,Tbxas1
ENSMUSG00000029994,1.158742715,0.095607218,1.254349933,3.7784959520749e-17,1,-8.25094451,Worsened,Anxa4
ENSMUSG00000030029,-0.62204202,0.038759735,-0.583282285,1.53518560093012e-07,1,6.231047699,Not rescued,Lrig1
ENSMUSG00000030054,-3.231029748,1.056679752,-2.174349997,0.006334556,1,32.70411707,Partially rescued,Gp9
ENSMUSG00000030058,0.608146608,-0.163928037,0.444218571,5.24847349878392e-16,1,26.95534849,Not rescued,Copg1
ENSMUSG00000030074,0.834810138,0.017867602,0.852677741,0.001003045,1,-2.140319278,Worsened,Gxylt2
ENSMUSG00000030082,0.856701294,-0.075885718,0.780815575,1.03403039342596e-23,1,8.857897024,Not rescued,Sec61a1
ENSMUSG00000030088,0.673000663,-0.538111318,0.134889345,0.007010398,1,79.95702648,Partially rescued,Aldh1l1
ENSMUSG00000030089,-0.575165541,0.125704497,-0.449461044,4.64701924216074e-05,1,21.85535952,Not rescued,Slc41a3
ENSMUSG00000030091,-0.878805123,-0.084088978,-0.962894101,2.26988210627622e-18,1,-9.568558005,Worsened,Nup210
ENSMUSG00000030095,0.81695124,-0.195474686,0.621476554,1.00512637610221e-09,1,23.92733822,Not rescued,Tmem43
ENSMUSG00000030104,0.854146676,-0.198217641,0.655929035,2.04829601523956e-17,1,23.20651082,Not rescued,Edem1
ENSMUSG00000030107,0.730261328,-0.017247908,0.71301342,0.002960537,1,2.361881593,Not rescued,Usp18
ENSMUSG00000030110,-0.788308142,0.540957473,-0.247350669,0.002718419,1,68.62259109,Partially rescued,Ret
ENSMUSG00000030116,1.049019426,-0.136034829,0.912984597,5.62218052300048e-12,1,12.96780841,Not rescued,Mfap5
ENSMUSG00000030126,-0.67922123,-0.027915061,-0.707136291,7.29365451014407e-12,1,-4.10986279,Worsened,Tmcc1
ENSMUSG00000030134,1.122347911,-0.149745905,0.972602007,0.049255647,1,13.34220014,Not rescued,Rasgef1a
ENSMUSG00000030147,1.247748032,0.113460573,1.361208605,0.013631373,1,-9.093227949,Worsened,Clec4b1
ENSMUSG00000030148,1.349405397,0.069382538,1.418787935,0.00015735,1,-5.141711928,Worsened,Clec4a2
ENSMUSG00000030159,-2.199644726,1.225070197,-0.974574529,0.027430237,1,55.69400288,Partially rescued,Clec1b
ENSMUSG00000030162,8.819406381,-1.26567165,7.553734731,1.20361867026515e-13,0.973859486,14.35098458,Not rescued,Olr1
ENSMUSG00000030189,-0.663647128,0.024261151,-0.639385977,1.22604808219629e-10,1,3.655730555,Not rescued,Ybx3
ENSMUSG00000030208,1.271215779,-0.04483821,1.226377569,9.24733282512167e-12,1,3.527191127,Not rescued,Emp1
ENSMUSG00000030218,1.466409358,-0.358447589,1.107961769,8.71951788430152e-07,1,24.44389674,Not rescued,Mgp
ENSMUSG00000030223,1.188374007,-0.294760774,0.893613232,0.000782904,1,24.80370428,Not rescued,Ptpro
ENSMUSG00000030226,-2.264251073,-0.338274771,-2.602525844,0.010205611,1,-14.93980837,Worsened,Lmo3
ENSMUSG00000030245,0.502144344,-0.131671799,0.370472545,1.80261905763913e-06,1,26.22190222,Not rescued,Golt1b
ENSMUSG00000030249,-0.785626893,-0.019275263,-0.804902156,3.60245708316715e-31,1,-2.453488216,Worsened,Abcc9
ENSMUSG00000030256,-0.892864036,0.100056234,-0.792807802,4.80426873949563e-05,1,11.20621172,Not rescued,Bhlhe41
ENSMUSG00000030257,2.643579468,-0.343932141,2.299647327,1.10335867017649e-16,1,13.01009278,Not rescued,Srgap3
ENSMUSG00000030268,1.930325263,-0.326464259,1.603861004,1.8700626166361e-06,1,16.91239631,Not rescued,Bcat1
ENSMUSG00000030270,3.80365862,-0.706283839,3.097374781,0.000353239,1,18.56853912,Not rescued,Cpne9
ENSMUSG00000030279,0.572688413,-0.073893816,0.498794596,1.02205038528861e-09,1,12.9029704,Not rescued,C2cd5
ENSMUSG00000030301,-0.708280767,-0.061847396,-0.770128164,2.71170598127411e-18,1,-8.732045129,Worsened,Ccdc91
ENSMUSG00000030321,0.995068592,0.044470866,1.039539458,0.006218206,1,-4.469125717,Worsened,Efcab12
ENSMUSG00000030324,1.573663606,0.16937633,1.743039936,0.004276982,1,-10.7631853,Worsened,Rho
ENSMUSG00000030329,1.183074438,0.002995679,1.186070116,0.007530974,1,-0.253211332,Worsened,Pianp
ENSMUSG00000030336,-1.903963239,0.612457958,-1.291505281,4.08641742860648e-07,1,32.16753064,Partially rescued,Cd27
ENSMUSG00000030342,0.55791452,0.064104981,0.622019501,0.001087234,1,-11.49010797,Worsened,Cd9
ENSMUSG00000030352,0.800278699,-0.299244207,0.501034491,1.77434913986786e-09,1,37.39249938,Partially rescued,Tspan9
ENSMUSG00000030393,0.614677337,-0.094366667,0.52031067,0.03502598,1,15.35222817,Not rescued,Zik1
ENSMUSG00000030402,-2.307130321,-0.030631629,-2.33776195,0.020559908,1,-1.32769392,Worsened,Ppm1n
ENSMUSG00000030427,1.697046719,-0.478024451,1.219022268,0.001616916,1,28.1680195,Not rescued,Lilra6
ENSMUSG00000030443,1.197721125,-0.278561482,0.919159643,0.019414306,1,23.2576245,Not rescued,Zfp583
ENSMUSG00000030486,-0.53731635,0.259534247,-0.277782103,0.017847142,1,48.30194492,Partially rescued,Zfp108
ENSMUSG00000030499,-0.628208405,-0.017260412,-0.645468817,7.15573746183668e-09,1,-2.747561485,Worsened,Kctd15
ENSMUSG00000030557,-0.599884784,-0.057932437,-0.657817221,5.290371431274e-14,1,-9.657260583,Worsened,Mef2a
ENSMUSG00000030562,1.297227949,-0.338234392,0.958993557,2.42791348162557e-06,1,26.07362816,Not rescued,Nox4
ENSMUSG00000030579,0.989945156,0.102155057,1.092100213,3.53860562065225e-05,1,-10.31926432,Worsened,Tyrobp
ENSMUSG00000030589,0.684140387,-0.073652489,0.610487898,0.010977884,1,10.76569811,Not rescued,Rasgrp4
ENSMUSG00000030592,-0.655318084,-0.089952472,-0.745270556,6.6594311525536e-14,1,-13.72653582,Worsened,Ryr1
ENSMUSG00000030602,0.634849281,-0.271044441,0.36380484,1.65290343381964e-06,1,42.6942975,Partially rescued,Pak4
ENSMUSG00000030616,1.102419663,0.010360599,1.112780262,5.40382026710747e-05,1,-0.939805356,Worsened,Sytl2
ENSMUSG00000030630,0.551598456,-0.446421331,0.105177125,0.040246466,1,80.93230247,Rescued,Fah
ENSMUSG00000030641,2.945750785,-0.173014738,2.772736048,2.24422912357655e-05,1,5.873366427,Not rescued,Ddias
ENSMUSG00000030657,-1.222640138,0.002119859,-1.22052028,4.65261205073389e-11,1,0.173383688,Not rescued,Xylt1
ENSMUSG00000030659,1.385175783,-0.081125995,1.304049788,2.13207176520805e-24,1,5.856729225,Not rescued,Nucb2
ENSMUSG00000030670,2.030675512,-1.411208163,0.619467349,0.044241258,1,69.4945182,Partially rescued,Cyp2r1
ENSMUSG00000030671,0.993675706,0.328216003,1.321891709,2.88890395684432e-07,1,-33.03049482,Worsened,Pde3b
ENSMUSG00000030677,1.61019178,0.082350787,1.692542567,0.00468454,1,-5.114346518,Worsened,Kif22
ENSMUSG00000030681,0.961941787,-0.053605286,0.908336501,2.86185035220806e-51,1,5.572612265,Not rescued,Mvp
