"","log2FoldChange","padj","GeneSymbol","significance"
"ENSMUSG00000015968",-0.105388552536112,0.969059224989081,"Cacna1d","non-significant"
"ENSMUSG00000015971",-0.0551582487772488,0.897845998560562,"Actr8","non-significant"
"ENSMUSG00000015980",-0.140732032495237,0.921817238430911,"Lrrc27","non-significant"
"ENSMUSG00000015994",-0.00238323170852925,0.994321197580009,"Fnta","non-significant"
"ENSMUSG00000016018",0.122961505245976,0.506933935830886,"Mtrex","non-significant"
"ENSMUSG00000016024",0.0414704546542659,0.980623961559441,"Lbp","non-significant"
"ENSMUSG00000016087",0.0815345398047353,0.925158087725757,"Fli1","non-significant"
"ENSMUSG00000016128",0.187202497473375,0.825273409953764,"Stard13","non-significant"
"ENSMUSG00000016181",0.122031773472448,0.800472674349487,"Utp25","non-significant"
"ENSMUSG00000016194",0.206949498672957,0.842007565563009,"Hsd11b1","non-significant"
"ENSMUSG00000016206",-0.0792596567335562,0.954879771432262,"H2-M3","non-significant"
"ENSMUSG00000016239",-0.0232657392922311,0.991365033806082,"Lonrf3","non-significant"
"ENSMUSG00000016252",-0.193703305962412,0.811678655952461,"Atp5f1e","non-significant"
"ENSMUSG00000016253",-0.140966825385077,0.59243732280105,"Nelfcd","non-significant"
"ENSMUSG00000016256",-0.243085692184576,0.227472029669706,"Ctsz","non-significant"
"ENSMUSG00000016257",-0.104128666450201,0.753818188388277,"Prelid3b","non-significant"
"ENSMUSG00000016262",0.161961366936551,0.93117176666062,"Sertad4","non-significant"
"ENSMUSG00000016308",-0.0663696261747581,0.867142865656395,"Ube2a","non-significant"
"ENSMUSG00000016319",-0.38791606575974,0.211311771575898,"Slc25a5","non-significant"
"ENSMUSG00000016327",0.351226653095167,0.792533239632695,"Atp1b4","non-significant"
"ENSMUSG00000016344",-0.0164923356885174,0.983422480588659,"Ppdpf","non-significant"
"ENSMUSG00000016349",0.0552148076412445,0.86857150333012,"Eef1a2","non-significant"
"ENSMUSG00000016356",-0.14921000652747,0.848867882954096,"Col20a1","non-significant"
"ENSMUSG00000016382",0.025477928397135,0.983422480588659,"Pls3","non-significant"
"ENSMUSG00000016386",0.0862081005804403,0.951486134695693,"Mpped2","non-significant"
"ENSMUSG00000016409",-0.0123121667756675,0.988673899160298,"Nkap","non-significant"
"ENSMUSG00000016427",-0.136856481472432,0.877106446556399,"Ndufa1","non-significant"
"ENSMUSG00000016477",0.0720404499040952,0.892041714235281,"E2f3","non-significant"
"ENSMUSG00000016481",0.0648867527858558,0.872438306818569,"Cr1l","non-significant"
"ENSMUSG00000016487",0.0970086211294939,0.889144920372036,"Ppfibp1","non-significant"
"ENSMUSG00000016493",-0.0548980286063973,0.964389961119476,"Cd46","non-significant"
"ENSMUSG00000016494",-0.0480230830921649,0.972721340184633,"Cd34","non-significant"
"ENSMUSG00000016495",0.134607836890474,0.633406667612149,"Plgrkt","non-significant"
"ENSMUSG00000016496",0.527605926985749,0.198502977510237,"Cd274","non-significant"
"ENSMUSG00000016503",-0.0546031438969621,0.897845998560562,"Gtf3a","non-significant"
"ENSMUSG00000016510",-0.0720724205964,0.904574045491432,"Mtif3","non-significant"
"ENSMUSG00000016520",0.0523397606616805,0.965794501411079,"Lnx2","non-significant"
"ENSMUSG00000016528",-0.0339597318930968,0.92586906937444,"Mapkapk2","non-significant"
"ENSMUSG00000016534",-0.0642049998852963,0.784040568793196,"Lamp2","non-significant"
"ENSMUSG00000016541",-0.230477533597083,0.25844784591445,"Atxn10","non-significant"
"ENSMUSG00000016552",-0.231093990395311,0.85365226181912,"Foxred2","non-significant"
"ENSMUSG00000016554",-0.0675846432286647,0.854349701395975,"Eif3d","non-significant"
"ENSMUSG00000016559",-0.0297793029159847,0.977430930012133,"H3f3b","non-significant"
"ENSMUSG00000016619",-0.177182688044202,0.395400974701452,"Nup50","non-significant"
"ENSMUSG00000016624",0.0927262697113883,0.9713952980536,"Phf21b","non-significant"
"ENSMUSG00000016637",-0.164579808373593,0.889144920372036,"Ift27","non-significant"
"ENSMUSG00000016664",0.0125171407242859,0.987932682403188,"Pacsin2","non-significant"
"ENSMUSG00000016756",0.0240277612773273,0.991318460335681,"Cmah","non-significant"
"ENSMUSG00000016757",-0.150110177837185,0.687256923341835,"Ttll12","non-significant"
"ENSMUSG00000016758",0.152747432431194,0.964320081902298,"Bik","non-significant"
"ENSMUSG00000016831",-0.0357597279939833,0.93293089634349,"Tox4","non-significant"
"ENSMUSG00000016833",0.055393978211692,0.969063335261157,"Mrps18c","non-significant"
"ENSMUSG00000016918",0.0728597087455325,0.948217033157263,"Sulf1","non-significant"
"ENSMUSG00000016921",-0.0640653143688387,0.886441835924244,"Srsf6","non-significant"
"ENSMUSG00000016933",0.0486991267302854,0.947474915373231,"Plcg1","non-significant"
"ENSMUSG00000016940",0.0294478565635422,0.969063335261157,"Kctd2","non-significant"
"ENSMUSG00000016946",0.123363780453578,0.73574020635406,"Kctd5","non-significant"
"ENSMUSG00000016984",0.0381722581643863,0.979488601344178,"Etaa1","non-significant"
"ENSMUSG00000016995",-0.0305673821040262,0.991676559507089,"Matn4","non-significant"
"ENSMUSG00000017009",0.196116148491074,0.783236461408729,"Sdc4","non-significant"
"ENSMUSG00000017057",-0.233392652904815,0.735475797349047,"Il13ra1","non-significant"
"ENSMUSG00000017119",-0.0399979258242042,0.882988148672574,"Nbr1","non-significant"
"ENSMUSG00000017132",-0.0135074227262259,0.983422480588659,"Cyth1","non-significant"
"ENSMUSG00000017144",-0.133578199808548,0.90195417974638,"Rnd3","non-significant"
"ENSMUSG00000017167",0.282028719061513,0.776067082995569,"Cntnap1","non-significant"
"ENSMUSG00000017176",-0.0490471888150903,0.962588041582949,"Nt5c3b","non-significant"
"ENSMUSG00000017188",-0.172220649888762,0.631330879342716,"Coa3","non-significant"
"ENSMUSG00000017204",0.079650447377333,0.977430930012133,"Gsdma","non-significant"
"ENSMUSG00000017210",-0.0307338682792703,0.928896946346227,"Med24","non-significant"
"ENSMUSG00000017221",-0.0445695406166292,0.920414673383517,"Psmd3","non-significant"
"ENSMUSG00000017264",0.00714400389173705,0.991318460335681,"Exosc10","non-significant"
"ENSMUSG00000017286",-0.0813425955227094,0.820298087056559,"Glod4","non-significant"
"ENSMUSG00000017288",-0.0595765867262493,0.909257136506511,"Vps53","non-significant"
"ENSMUSG00000017291",0.121733263888555,0.747427865912402,"Taok1","non-significant"
"ENSMUSG00000017299",-0.0957932049444953,0.879799937925613,"Dnttip1","non-significant"
"ENSMUSG00000017300",-0.023940404150382,0.977430930012133,"Tnnc2","non-significant"
"ENSMUSG00000017307",-0.122851627640562,0.824874741900222,"Acot8","non-significant"
"ENSMUSG00000017309",0.169499630319542,0.80085941109544,"Cd300lg","non-significant"
"ENSMUSG00000017314",0.101917938165406,0.947474915373231,"Mpp2","non-significant"
"ENSMUSG00000017344",0.570555957507654,0.0864445046759745,"Vtn","non-significant"
"ENSMUSG00000017376",-0.048632960827468,0.951486134695693,"Nlk","non-significant"
"ENSMUSG00000017386",0.0297184447265897,0.981860063140649,"Traf4","non-significant"
"ENSMUSG00000017404",-0.108896890868096,0.844694272473535,"Rpl19","non-significant"
"ENSMUSG00000017405",0.0884581925406155,0.964705465023297,"Nek8","non-significant"
"ENSMUSG00000017412",0.174829128977351,0.924519050225952,"Cacnb4","non-significant"
"ENSMUSG00000017417",0.367814353279362,0.613195016496575,"Plxdc1","non-significant"
"ENSMUSG00000017418",0.142334382517342,0.631330879342716,"Arl5b","non-significant"
"ENSMUSG00000017421",-0.0733587365012214,0.865719405548691,"Zfp207","non-significant"
"ENSMUSG00000017428",-0.12291470421596,0.855323536990801,"Psmd11","non-significant"
"ENSMUSG00000017446",0.0374373123641701,0.983422480588659,"C1qtnf1","non-significant"
"ENSMUSG00000017466",-0.0744543485149134,0.920901111035104,"Timp2","non-significant"
"ENSMUSG00000017478",0.078375217727371,0.812765805233961,"Zc3h18","non-significant"
"ENSMUSG00000017485",0.187872229818778,0.282659454626898,"Top2b","non-significant"
"ENSMUSG00000017491",0.350886089254145,0.636308294657643,"Rarb","non-significant"
"ENSMUSG00000017493",0.000909562608051763,0.998561126239256,"Igfbp4","non-significant"
"ENSMUSG00000017499",-0.176191036053763,0.956768875199257,"Cdc6","non-significant"
"ENSMUSG00000017548",-0.00276655291879622,0.99461054369087,"Suz12","non-significant"
"ENSMUSG00000017550",-0.20930174298645,0.844694272473535,"Atad5","non-significant"
"ENSMUSG00000017561",-0.0777061513053586,0.919388617713684,"Crlf3","non-significant"
"ENSMUSG00000017615",0.0495654271344774,0.872438306818569,"Tnfaip1","non-significant"
"ENSMUSG00000017631",0.0285062696998569,0.978987158480651,"Abr","non-significant"
"ENSMUSG00000017652",-0.0485860184573703,0.987932682403188,"Cd40","non-significant"
"ENSMUSG00000017664",-0.104307082789576,0.740061946120215,"Slc35c2","non-significant"
"ENSMUSG00000017667",0.0416390680736844,0.964320081902298,"Zfp334","non-significant"
"ENSMUSG00000017670",0.123831842505595,0.751023484201548,"Elmo2","non-significant"
"ENSMUSG00000017677",0.681841060896429,0.0562922863584786,"Wsb1","non-significant"
"ENSMUSG00000017679",-0.146302772015841,0.865719405548691,"Ttpal","non-significant"
"ENSMUSG00000017686",0.0918315811170248,0.509422932696034,"Rhot1","non-significant"
"ENSMUSG00000017692",0.124170053593225,0.817364520468984,"Rhbdl3","non-significant"
"ENSMUSG00000017697",-0.22819249771606,0.920414673383517,"Ada","non-significant"
"ENSMUSG00000017707",-0.00168259253206284,0.998091293562054,"Serinc3","non-significant"
"ENSMUSG00000017713",0.0189554014951232,0.983422480588659,"Tha1","non-significant"
"ENSMUSG00000017715",-0.0172607287182144,0.97437778165594,"Pgs1","non-significant"
"ENSMUSG00000017716",-0.157741136556449,0.922198827671799,"Birc5","non-significant"
"ENSMUSG00000017718",-0.23192149948447,0.870134852687108,"Afmid","non-significant"
"ENSMUSG00000017721",-0.135820490239927,0.661431163568432,"Pigt","non-significant"
"ENSMUSG00000017724",-0.528111014545467,0.435299356164228,"Etv4","non-significant"
"ENSMUSG00000017734",0.117448133971828,0.886277816818686,"Dbndd2","non-significant"
"ENSMUSG00000017737",0.522313843150287,0.909300109206781,"Mmp9","non-significant"
"ENSMUSG00000017740",0.087279420284326,0.970656949529786,"Slc12a5","non-significant"
"ENSMUSG00000017747",0.00798926647269538,0.993104821954921,"Ghdc","non-significant"
"ENSMUSG00000017754",0.0524427501149887,0.974379899238039,"Pltp","non-significant"
"ENSMUSG00000017756",0.0742393024585188,0.950308737088734,"Slc12a7","non-significant"
"ENSMUSG00000017760",-0.098173968216108,0.618645261204691,"Ctsa","non-significant"
"ENSMUSG00000017764",-0.0179057844799116,0.984089192735064,"Zswim1","non-significant"
"ENSMUSG00000017765",-0.31011937487668,0.416124191447156,"Slc12a4","non-significant"
"ENSMUSG00000017774",-0.119749118785175,0.736480929652826,"Myo1c","non-significant"
"ENSMUSG00000017776",-0.0535588749227477,0.947474915373231,"Crk","non-significant"
"ENSMUSG00000017778",-0.207355886329414,0.774799934278127,"Cox7c","non-significant"
"ENSMUSG00000017781",-0.0147516697969437,0.9813101572417,"Pitpna","non-significant"
"ENSMUSG00000017801",-0.0472908038001296,0.955652783901444,"Mlx","non-significant"
"ENSMUSG00000017802",0.0414760547247925,0.897845998560562,"Retreg3","non-significant"
"ENSMUSG00000017817",-0.0879895235104944,0.793004949035191,"Jph2","non-significant"
"ENSMUSG00000017830",0.119573858906263,0.928896946346227,"Dhx58","non-significant"
"ENSMUSG00000017831",0.00179004675522626,0.996424369426918,"Rab5a","non-significant"
"ENSMUSG00000017837",-0.0604160565059858,0.912424201171854,"Nkiras2","non-significant"
"ENSMUSG00000017843",0.0184606141471518,0.96620060548442,"Ppp2r5c","non-significant"
"ENSMUSG00000017858",-0.0175533506187234,0.979440489683205,"Ift52","non-significant"
"ENSMUSG00000017897",-0.00174379090682936,0.998855383522971,"Eya2","non-significant"
"ENSMUSG00000017929",-0.437141224095416,0.150965988470772,"B4galt5","non-significant"
"ENSMUSG00000017969",-0.112770788814712,0.964389961119476,"Ptgis","non-significant"
"ENSMUSG00000017978",-0.000398772547082179,0.999896778352966,"Cadps2","non-significant"
"ENSMUSG00000017999",0.0722996696945612,0.890347801464267,"Ddx27","non-significant"
"ENSMUSG00000018001",-0.0849427611715154,0.91099006898321,"Cyth3","non-significant"
"ENSMUSG00000018008",0.0554437223805286,0.977430930012133,"Cyth4","non-significant"
"ENSMUSG00000018012",-0.00712341217809404,0.997112199426127,"Rac3","non-significant"
"ENSMUSG00000018040",-0.0781012109293017,0.849321969578735,"Rrp7a","non-significant"
"ENSMUSG00000018042",-0.0849971473946169,0.909300109206781,"Cyb5r3","non-significant"
"ENSMUSG00000018068",-0.0752150240577987,0.933464926626049,"Ints2","non-significant"
"ENSMUSG00000018076",0.152941886897025,0.738648325839404,"Med13l","non-significant"
"ENSMUSG00000018102",-0.154595922708432,0.742615663778526,"H2bc4","non-significant"
"ENSMUSG00000018126",0.349194844395787,0.736521653838424,"Baiap2l2","non-significant"
"ENSMUSG00000018143",-0.144161186385605,0.903519193719479,"Mafk","non-significant"
"ENSMUSG00000018160",-0.0306155007852814,0.964705465023297,"Med1","non-significant"
"ENSMUSG00000018166",-0.00414679015890373,0.995832636295391,"Erbb3","non-significant"
"ENSMUSG00000018167",-0.140301490459617,0.884643018768939,"Stard3","non-significant"
"ENSMUSG00000018168",-0.174241912227493,0.977430930012133,"Ikzf3","non-significant"
"ENSMUSG00000018169",0.269656070288037,0.762676496376166,"Mfng","non-significant"
"ENSMUSG00000018171",-0.0252167726235931,0.970656949529786,"Vmp1","non-significant"
"ENSMUSG00000018189",-0.0337986983764769,0.964389961119476,"Uchl5","non-significant"
"ENSMUSG00000018196",-0.101027064084472,0.649687292924003,"Glrx2","non-significant"
"ENSMUSG00000018199",0.164239332071881,0.730420984556885,"Ro60","non-significant"
"ENSMUSG00000018209",-0.0104542668405456,0.988673899160298,"Stk4","non-significant"
"ENSMUSG00000018217",0.180420908895614,0.821084904490664,"Pmp22","non-significant"
"ENSMUSG00000018238",0.217445337649054,0.961420830827969,"Gdf9","non-significant"
"ENSMUSG00000018239",0.11610523295792,0.892729159082913,"Zcchc10","non-significant"
"ENSMUSG00000018286",-0.0721554658030012,0.869108603615332,"Psmb6","non-significant"
"ENSMUSG00000018287",-0.0102584659283437,0.985883230627347,"Spag7","non-significant"
"ENSMUSG00000018293",-0.169659524300678,0.608916984891773,"Pfn1","non-significant"
"ENSMUSG00000018322",0.0274449169936454,0.977430930012133,"Tomm34","non-significant"
"ENSMUSG00000018326",-0.0835072015450209,0.659196093513576,"Ywhab","non-significant"
"ENSMUSG00000018334",0.206678032292881,0.514822270903494,"Ksr1","non-significant"
"ENSMUSG00000018339",0.0620741629262528,0.967384406402375,"Gpx3","non-significant"
"ENSMUSG00000018340",-0.117733948647015,0.564081596445497,"Anxa6","non-significant"
"ENSMUSG00000018347",0.0544285379279439,0.964389961119476,"Zkscan6","non-significant"
"ENSMUSG00000018362",-0.50452531728729,0.259854829244256,"Kpna2","non-significant"
"ENSMUSG00000018363",0.0782906973449663,0.892041714235281,"Smurf2","non-significant"
"ENSMUSG00000018372",0.00260504250278441,0.99650847311076,"Cep95","non-significant"
"ENSMUSG00000018377",0.150086743786308,0.360318415463192,"Vezf1","non-significant"
"ENSMUSG00000018378",0.0255988738115419,0.972721340184633,"2210416O15Rik","non-significant"
"ENSMUSG00000018379",-0.0708862205166717,0.886277816818686,"Srsf1","non-significant"
"ENSMUSG00000018381",0.135904841933201,0.960334912763755,"Abi3","non-significant"
"ENSMUSG00000018387",0.731591125958574,0.646303302703578,"Shroom1","non-significant"
"ENSMUSG00000018395",-0.00606597508298949,0.993104821954921,"Kif3a","non-significant"
"ENSMUSG00000018398",-0.0273674535968297,0.980819497290461,"Septin8","non-significant"
"ENSMUSG00000018401",-0.116877370728677,0.770648762050615,"Mtmr4","non-significant"
"ENSMUSG00000018405",-0.0665678240346226,0.961724239851536,"Mrm1","non-significant"
"ENSMUSG00000018411",0.00495801575143762,0.993999261807722,"Mapt","non-significant"
"ENSMUSG00000018412",0.0785693248028948,0.906504303369822,"Kansl1","non-significant"
"ENSMUSG00000018415",0.00906088589989062,0.989944319013175,"Gid4","non-significant"
"ENSMUSG00000018417",0.23473406982908,0.714173805843447,"Myo1b","non-significant"
"ENSMUSG00000018425",0.0119098939109669,0.988673899160298,"Dhx40","non-significant"
"ENSMUSG00000018427",0.846084723187949,0.0772931191705284,"Ypel2","non-significant"
"ENSMUSG00000018428",0.129716155672015,0.870614459984629,"Akap1","non-significant"
"ENSMUSG00000018433",0.0307906760589073,0.964320081902298,"Nol11","non-significant"
"ENSMUSG00000018442",-0.118306222756426,0.697153450551352,"Derl2","non-significant"
"ENSMUSG00000018446",-0.0488059807762739,0.916309836792861,"C1qbp","non-significant"
"ENSMUSG00000018449",0.00104817478594359,0.998113344928362,"Rpain","non-significant"
"ENSMUSG00000018474",0.162758270623431,0.842228802400309,"Chd3","non-significant"
"ENSMUSG00000018476",-0.0950469417773917,0.870614459984629,"Kdm6b","non-significant"
"ENSMUSG00000018481",0.104462565686606,0.801158350004256,"Appbp2","non-significant"
"ENSMUSG00000018500",-0.390176615080641,0.829542680675338,"Adora2b","non-significant"
"ENSMUSG00000018501",0.116471224741089,0.702170870029834,"Ncor1","non-significant"
"ENSMUSG00000018507",-0.174570097770588,0.910643576832836,"Trpv2","non-significant"
"ENSMUSG00000018509",-0.123712551723317,0.792686937074851,"Cenpv","non-significant"
"ENSMUSG00000018537",-0.0545680287839197,0.976386483275309,"Pcgf2","non-significant"
"ENSMUSG00000018541",0.0714181825735704,0.91303972267042,"Cwc25","non-significant"
"ENSMUSG00000018547",0.0532543713312833,0.91665733696451,"Pip4k2b","non-significant"
"ENSMUSG00000018548",-0.109383878019313,0.854545611186133,"Trim37","non-significant"
"ENSMUSG00000018554",0.067999624268419,0.97442081806833,"Ybx2","non-significant"
"ENSMUSG00000018559",-0.0629291001742791,0.783236461408729,"Ctdnep1","non-significant"
"ENSMUSG00000018565",-0.0440636058351613,0.940184548447424,"Elp5","non-significant"
"ENSMUSG00000018566",-0.102964165259329,0.812744914349115,"Slc2a4","non-significant"
"ENSMUSG00000018567",-0.147649748893024,0.102662455667661,"Gabarap","non-significant"
"ENSMUSG00000018572",-0.165565181290266,0.594616309877745,"Phf23","non-significant"
"ENSMUSG00000018574",0.0771124480412788,0.886277816818686,"Acadvl","non-significant"
"ENSMUSG00000018583",0.0132869433322874,0.979488601344178,"G3bp1","non-significant"
"ENSMUSG00000018585",-0.172346193868229,0.632844265433748,"Atox1","non-significant"
"ENSMUSG00000018593",-0.145242034357733,0.884896270799481,"Sparc","non-significant"
"ENSMUSG00000018599",-0.189995223278615,0.649687292924003,"Mief2","non-significant"
"ENSMUSG00000018604",0.523578380360758,0.360373268028973,"Tbx3","non-significant"
"ENSMUSG00000018648",-0.35198584490696,0.647396170318433,"Dusp14","non-significant"
"ENSMUSG00000018651",-0.0950806409662004,0.892729159082913,"Tada2a","non-significant"
"ENSMUSG00000018654",-0.129706431375136,0.955999707897982,"Ikzf1","non-significant"
"ENSMUSG00000018659",-0.0475608502824788,0.957760129479797,"Pnpo","non-significant"
"ENSMUSG00000018661",0.0366852145747222,0.924368820436561,"Cog1","non-significant"
"ENSMUSG00000018666",0.0518497276795506,0.872438306818569,"Cbx1","non-significant"
"ENSMUSG00000018669",-0.207146813116132,0.375598694045455,"Cdk5rap3","non-significant"
"ENSMUSG00000018672",-0.036417422288083,0.960578909336477,"Copz2","non-significant"
"ENSMUSG00000018677",-0.0761172871063806,0.924948711826412,"Slc25a39","non-significant"
"ENSMUSG00000018678",0.0860647762115017,0.872676321028159,"Sp2","non-significant"
"ENSMUSG00000018697",-0.0879094922602269,0.872438306818569,"Aatf","non-significant"
"ENSMUSG00000018707",0.040310762014758,0.964389961119476,"Dync1h1","non-significant"
"ENSMUSG00000018733",0.0748691477414755,0.872438306818569,"Pex12","non-significant"
"ENSMUSG00000018736",0.0543466811960844,0.908479487599167,"Ndel1","non-significant"
"ENSMUSG00000018740",-0.136183906647928,0.816548110809743,"Slc25a35","non-significant"
"ENSMUSG00000018750",0.133653881612358,0.782919398976912,"Zbtb4","non-significant"
"ENSMUSG00000018761",-0.10538102920208,0.876929636930615,"Mpdu1","non-significant"
"ENSMUSG00000018765",0.00862071209933921,0.989944319013175,"Fxr2","non-significant"
"ENSMUSG00000018770",-0.0612304271925515,0.947474915373231,"Atp5mc3","non-significant"
"ENSMUSG00000018774",-0.88239336069832,0.631330879342716,"Cd68","non-significant"
"ENSMUSG00000018796",0.0802028405759917,0.881034969926824,"Acsl1","non-significant"
"ENSMUSG00000018800",0.185983226024129,0.646303302703578,"Abca5","non-significant"
"ENSMUSG00000018809",-0.19985155165543,0.631330879342716,"Smyd4","non-significant"
"ENSMUSG00000018819",0.0312893990944419,0.977430930012133,"Lsp1","non-significant"
"ENSMUSG00000018820",-0.0387131688262801,0.942350122967794,"Zfyve27","non-significant"
"ENSMUSG00000018821",-0.281550914624687,0.540536055004823,"Avpi1","non-significant"
"ENSMUSG00000018822",0.496283502811216,0.711752991845463,"Sfrp5","non-significant"
"ENSMUSG00000018830",0.147677266686938,0.915307428371172,"Myh11","non-significant"
"ENSMUSG00000018841",0.009657367931866,0.991365033806082,"Rad51d","non-significant"
"ENSMUSG00000018845",-0.0265701202387707,0.974064733300443,"Unc45b","non-significant"
"ENSMUSG00000018846",0.0840432081085933,0.831913215166663,"Pank3","non-significant"
"ENSMUSG00000018848",-0.0710216821691878,0.810138966015763,"Rars1","non-significant"
"ENSMUSG00000018858",0.00629411485459702,0.99101153279065,"Mrpl58","non-significant"
"ENSMUSG00000018861",0.198291704382225,0.657759184708082,"Fdxr","non-significant"
"ENSMUSG00000018882",-0.0302872979275167,0.969063335261157,"Mrpl45","non-significant"
"ENSMUSG00000018893",0.0765600803768023,0.955466721859229,"Mb","non-significant"
"ENSMUSG00000018899",0.302495780836662,0.532165065791117,"Irf1","non-significant"
"ENSMUSG00000018900",-0.100947032978263,0.879279826257192,"Slc22a5","non-significant"
"ENSMUSG00000018906",0.0614793640372533,0.964389961119476,"P4ha2","non-significant"
"ENSMUSG00000018909",0.170327889695507,0.808366772357428,"Arrb1","non-significant"
"ENSMUSG00000018920",0.0215365254365863,0.991318460335681,"Cxcl16","non-significant"
"ENSMUSG00000018921",-0.0968155284777372,0.778149403640361,"Pelp1","non-significant"
"ENSMUSG00000018923",0.0856455964120742,0.939206046151445,"Med11","non-significant"
"ENSMUSG00000018927",-0.219657592157077,0.872438306818569,"Ccl6","non-significant"
"ENSMUSG00000018931",-0.00573955372493881,0.993104821954921,"Natd1","non-significant"
"ENSMUSG00000018932",-0.15104656227211,0.500948115245767,"Map2k3","non-significant"
"ENSMUSG00000018965",-0.00447512799314385,0.993104821954921,"Ywhah","non-significant"
"ENSMUSG00000018974",-0.00375428137156622,0.993999261807722,"Sart3","non-significant"
"ENSMUSG00000018983",-0.092341970482982,0.962588041582949,"E2f2","non-significant"
"ENSMUSG00000018986",0.680738695540999,0.488947165625292,"Slfn3","non-significant"
"ENSMUSG00000018995",-0.116557521827664,0.833715861454945,"Nars2","non-significant"
"ENSMUSG00000018999",-0.138595493124711,0.793114992895897,"Slc35b4","non-significant"
"ENSMUSG00000019027",-0.00858348217881041,0.996753545778794,"Dnah1","non-significant"
"ENSMUSG00000019039",-0.0384554519182562,0.95684691377561,"Dalrd3","non-significant"
"ENSMUSG00000019054",-0.0786645849042079,0.826933400027822,"Fis1","non-significant"
"ENSMUSG00000019055",-0.0764009850275716,0.872438306818569,"Plod1","non-significant"
"ENSMUSG00000019066",0.00353299489044042,0.997112199426127,"Rab3d","non-significant"
"ENSMUSG00000019080",-0.24778298524586,0.357868166454362,"Mfsd3","non-significant"
"ENSMUSG00000019082",0.288929933568244,0.882983997713375,"Slc25a22","non-significant"
"ENSMUSG00000019087",-0.143218921523741,0.359667062158415,"Atp6ap1","non-significant"
"ENSMUSG00000019088",0.0128814154248002,0.982828170558469,"Dnase1l1","non-significant"
"ENSMUSG00000019102",0.121766441560008,0.978987158480651,"Aldh3a1","non-significant"
"ENSMUSG00000019122",-0.0994619361664522,0.959113257635718,"Ccl9","non-significant"
"ENSMUSG00000019124",-0.189948218187661,0.91099006898321,"Scrn1","non-significant"
"ENSMUSG00000019132",-0.0153580513322837,0.977430930012133,"BC005537","non-significant"
"ENSMUSG00000019139",0.0375374718379951,0.977892924212673,"Isyna1","non-significant"
"ENSMUSG00000019143",-0.0259840526684695,0.964389961119476,"Hars2","non-significant"
"ENSMUSG00000019158",-0.0678035302724495,0.936008556105011,"Tmem160","non-significant"
"ENSMUSG00000019173",-0.0274600528079863,0.957760129479797,"Rab5c","non-significant"
"ENSMUSG00000019179",-0.0199314156327648,0.976912904263613,"Mdh2","non-significant"
"ENSMUSG00000019188",-0.196186583892467,0.420659484524533,"H13","non-significant"
"ENSMUSG00000019189",-0.148458956436316,0.735475797349047,"Rnf145","non-significant"
"ENSMUSG00000019194",-0.0375060506126017,0.917246713267004,"Scn1b","non-significant"
"ENSMUSG00000019210",-0.0518722168706739,0.844600615956706,"Atp6v1e1","non-significant"
"ENSMUSG00000019214",0.163710069867009,0.952404829262403,"Chtf18","non-significant"
"ENSMUSG00000019235",0.663913880530359,0.352891270063488,"Rps6kl1","non-significant"
"ENSMUSG00000019254",0.0370968077913825,0.964389961119476,"Ppp1r12c","non-significant"
"ENSMUSG00000019256",0.27523778302969,0.659174458218665,"Ahr","non-significant"
"ENSMUSG00000019261",0.0157749449462199,0.985812384092033,"Map1s","non-significant"
"ENSMUSG00000019278",-0.00119734126231674,0.99905167966565,"Dpep1","non-significant"
"ENSMUSG00000019295",-0.103514205113224,0.91099006898321,"Tmem129","non-significant"
"ENSMUSG00000019297",0.00206075641462664,0.996634418278431,"Nop9","non-significant"
"ENSMUSG00000019302",-0.0892064434581009,0.821084904490664,"Atp6v0a1","non-significant"
"ENSMUSG00000019303",-0.0228425538412803,0.989944319013175,"Psmc3ip","non-significant"
"ENSMUSG00000019320",0.485422884837312,0.7000487565047,"Noxo1","non-significant"
"ENSMUSG00000019326",0.360804931274441,0.489234414417096,"Aoc3","non-significant"
"ENSMUSG00000019338",-0.0407046536465479,0.964389961119476,"Zfp687","non-significant"
"ENSMUSG00000019362",-0.0960364187164386,0.753818188388277,"D8Ertd738e","non-significant"
"ENSMUSG00000019370",-0.0163496489601852,0.983422480588659,"Calm3","non-significant"
"ENSMUSG00000019373",-0.0903254809513566,0.631330879342716,"Cops3","non-significant"
"ENSMUSG00000019428",-0.101052108900008,0.498894440808212,"Fkbp8","non-significant"
"ENSMUSG00000019432",-0.138271223083299,0.690118709461364,"Ddx39b","non-significant"
"ENSMUSG00000019433",-0.10763837047362,0.755282905543338,"Gipc1","non-significant"
"ENSMUSG00000019437",0.175511537361196,0.892041714235281,"Tlcd1","non-significant"
"ENSMUSG00000019461",0.0714274773673135,0.884896270799481,"Plscr3","non-significant"
"ENSMUSG00000019467",0.0196484747866175,0.979440489683205,"Arhgef25","non-significant"
"ENSMUSG00000019470",0.0348213338402141,0.960163082759642,"Xab2","non-significant"
"ENSMUSG00000019471",0.00535729669079366,0.989944319013175,"Cdc37","non-significant"
"ENSMUSG00000019478",0.0840939248926614,0.831913215166663,"Rab4a","non-significant"
"ENSMUSG00000019487",-0.120663518200805,0.713360291086785,"Trip10","non-significant"
"ENSMUSG00000019494",-0.0169455803035934,0.9713952980536,"Cops6","non-significant"
"ENSMUSG00000019505",-0.101758406677776,0.860146318525438,"Ubb","non-significant"
"ENSMUSG00000019518",0.0192992260907258,0.981224649190842,"Ap4m1","non-significant"
