"","log2FoldChange","padj","GeneSymbol","significance"
"ENSMUSG00000031216",0.132292145745209,0.821084904490664,"Stard8","non-significant"
"ENSMUSG00000031217",0.50342195147987,0.132452820200577,"Efnb1","non-significant"
"ENSMUSG00000031221",0.0240920953484184,0.96620060548442,"Igbp1","non-significant"
"ENSMUSG00000031226",-0.191992794272828,0.576686652507533,"Pbdc1","non-significant"
"ENSMUSG00000031227",-0.107392038461731,0.94856461399714,"Magee1","non-significant"
"ENSMUSG00000031229",0.217264137291439,0.579444759870869,"Atrx","non-significant"
"ENSMUSG00000031231",-0.0714169872785849,0.892729159082913,"Cox7b","non-significant"
"ENSMUSG00000031232",-0.149673354378759,0.540536055004823,"Magt1","non-significant"
"ENSMUSG00000031239",-0.0730108536524323,0.957760129479797,"Itm2a","non-significant"
"ENSMUSG00000031242",0.0543165600043616,0.948217033157263,"Chmp1b2","non-significant"
"ENSMUSG00000031245",-0.000977243465210923,0.998561126239256,"Hmgn5","non-significant"
"ENSMUSG00000031246",0.00683924075919421,0.993999261807722,"Sh3bgrl","non-significant"
"ENSMUSG00000031250",-0.317110321063149,0.948217033157263,"Tnmd","non-significant"
"ENSMUSG00000031253",-0.227758768472876,0.800748279733781,"Srpx2","non-significant"
"ENSMUSG00000031255",0.125708050564666,0.957760129479797,"Sytl4","non-significant"
"ENSMUSG00000031256",-0.106464458956554,0.837262833038208,"Cstf2","non-significant"
"ENSMUSG00000031258",0.101361523707402,0.960334912763755,"Xkrx","non-significant"
"ENSMUSG00000031264",-0.172229808714299,0.922550764960977,"Btk","non-significant"
"ENSMUSG00000031266",-0.244586016368595,0.728498748977071,"Gla","non-significant"
"ENSMUSG00000031274",-0.0389547531742327,0.984089192735064,"Col4a5","non-significant"
"ENSMUSG00000031278",-0.0264651704669765,0.977430930012133,"Acsl4","non-significant"
"ENSMUSG00000031283",0.342494607902197,0.831913215166663,"Chrdl1","non-significant"
"ENSMUSG00000031286",-0.0827103430338206,0.960334912763755,"Glt28d2","non-significant"
"ENSMUSG00000031290",0.34573863417026,0.777728640663097,"Lrch2","non-significant"
"ENSMUSG00000031292",0.287609265397085,0.774484690499647,"Cdkl5","non-significant"
"ENSMUSG00000031295",-0.0730607608174979,0.90147679096955,"Phka2","non-significant"
"ENSMUSG00000031298",-0.0362994193350226,0.989944319013175,"Adgrg2","non-significant"
"ENSMUSG00000031299",0.00299079152518338,0.993999261807722,"Pdha1","non-significant"
"ENSMUSG00000031303",-0.00397633852511966,0.996972930979284,"Map3k15","non-significant"
"ENSMUSG00000031304",-0.274294998848501,0.818416859709542,"Il2rg","non-significant"
"ENSMUSG00000031309",0.0100987488245709,0.989535698640004,"Rps6ka3","non-significant"
"ENSMUSG00000031310",0.016325551218588,0.983422480588659,"Zmym3","non-significant"
"ENSMUSG00000031311",-0.000851675956123844,0.997213921970903,"Nono","non-significant"
"ENSMUSG00000031312",-0.0425711513752642,0.95684691377561,"Itgb1bp2","non-significant"
"ENSMUSG00000031314",0.0514141216839944,0.936102831060237,"Taf1","non-significant"
"ENSMUSG00000031320",-0.152259475201523,0.318700144119603,"Rps4x","non-significant"
"ENSMUSG00000031327",0.369648723602218,0.87060064404217,"Chic1","non-significant"
"ENSMUSG00000031328",0.0660974776820269,0.962246757602288,"Flna","non-significant"
"ENSMUSG00000031333",0.143209244646152,0.271610700969513,"Abcb7","non-significant"
"ENSMUSG00000031337",0.0171125774641302,0.978987158480651,"Mtm1","non-significant"
"ENSMUSG00000031340",-0.223845599936793,0.892729159082913,"Gabre","non-significant"
"ENSMUSG00000031342",-0.173739886195818,0.833715861454945,"Gpm6b","non-significant"
"ENSMUSG00000031343",0.411021792759451,0.866429348846791,"Gabra3","non-significant"
"ENSMUSG00000031347",0.0395267584959284,0.96620060548442,"Cetn2","non-significant"
"ENSMUSG00000031349",-0.21961715573214,0.692276540681718,"Nsdhl","non-significant"
"ENSMUSG00000031351",0.272113935074235,0.82030071832054,"Zfp185","non-significant"
"ENSMUSG00000031352",-0.0296806754207999,0.968053109559372,"Hccs","non-significant"
"ENSMUSG00000031353",-0.00344281632634954,0.993011341551255,"Rbbp7","non-significant"
"ENSMUSG00000031355",0.0053050099962567,0.994735381928572,"Arhgap6","non-significant"
"ENSMUSG00000031357",0.0114427076086928,0.979346182818094,"Syap1","non-significant"
"ENSMUSG00000031358",0.0224444660837051,0.964705465023297,"Msl3","non-significant"
"ENSMUSG00000031360",-0.283850470787583,0.47012079547399,"Ctps2","non-significant"
"ENSMUSG00000031365",0.0148467890727546,0.990076046088918,"Zfp275","non-significant"
"ENSMUSG00000031367",-0.109605187649985,0.718492259699989,"Ap1s2","non-significant"
"ENSMUSG00000031370",-0.0304608788497058,0.969063335261157,"Zrsr2","non-significant"
"ENSMUSG00000031371",0.0257651033743314,0.979934856911035,"Haus7","non-significant"
"ENSMUSG00000031373",-0.148485884755894,0.926688819210661,"Car5b","non-significant"
"ENSMUSG00000031375",-0.394263150754726,0.49232565425389,"Bgn","non-significant"
"ENSMUSG00000031376",-0.206779878456425,0.631330879342716,"Atp2b3","non-significant"
"ENSMUSG00000031377",-0.0786144789279442,0.979278025868659,"Bmx","non-significant"
"ENSMUSG00000031378",-0.0629018775892564,0.914178357713967,"Abcd1","non-significant"
"ENSMUSG00000031379",-0.189938212496128,0.840349489456682,"Pir","non-significant"
"ENSMUSG00000031380",-0.0849100084433157,0.933477567787421,"Vegfd","non-significant"
"ENSMUSG00000031381",0.151510356037914,0.885143911709683,"Piga","non-significant"
"ENSMUSG00000031382",-0.160488252738217,0.731012010088285,"Asb11","non-significant"
"ENSMUSG00000031385",0.262053381857194,0.811678655952461,"Plxnb3","non-significant"
"ENSMUSG00000031386",-0.0053870433705686,0.991365033806082,"Hcfc1","non-significant"
"ENSMUSG00000031387",-0.175443646814573,0.886277816818686,"Renbp","non-significant"
"ENSMUSG00000031388",-0.116144962457929,0.849942295671215,"Naa10","non-significant"
"ENSMUSG00000031389",0.157206087413349,0.950026773443908,"Arhgap4","non-significant"
"ENSMUSG00000031391",0.175707193076839,0.892041714235281,"L1cam","non-significant"
"ENSMUSG00000031392",-0.121061934867001,0.555723693628954,"Irak1","non-significant"
"ENSMUSG00000031393",-0.0067998209538206,0.988673899160298,"Mecp2","non-significant"
"ENSMUSG00000031394",-0.552818627597512,0.800748279733781,"Opn1mw","non-significant"
"ENSMUSG00000031398",0.160464642877904,0.947706080996489,"Plxna3","non-significant"
"ENSMUSG00000031399",-0.00174755970459473,0.997112199426127,"Fam3a","non-significant"
"ENSMUSG00000031400",-0.0877415787504741,0.950026773443908,"G6pdx","non-significant"
"ENSMUSG00000031402",-0.156276266690467,0.774484690499647,"Mpp1","non-significant"
"ENSMUSG00000031403",0.0659807753003174,0.854545611186133,"Dkc1","non-significant"
"ENSMUSG00000031422",-0.177091608612116,0.623619245793039,"Morf4l2","non-significant"
"ENSMUSG00000031425",0.366260287940773,0.692276540681718,"Plp1","non-significant"
"ENSMUSG00000031429",-0.219715410306658,0.370692876667652,"Psmd10","non-significant"
"ENSMUSG00000031431",0.00853523909843718,0.994318335956126,"Tsc22d3","non-significant"
"ENSMUSG00000031432",0.0352464104643382,0.940523193226017,"Prps1","non-significant"
"ENSMUSG00000031433",0.0507579165395257,0.971914496141182,"Rbm41","non-significant"
"ENSMUSG00000031434",0.114289514730661,0.871323735336378,"Morc4","non-significant"
"ENSMUSG00000031438",0.0157873763300908,0.989944319013175,"Rnf128","non-significant"
"ENSMUSG00000031441",0.0280632089495192,0.973196517434191,"Atp11a","non-significant"
"ENSMUSG00000031442",0.166426344674006,0.964389961119476,"Mcf2l","non-significant"
"ENSMUSG00000031446",0.00684225947977096,0.988673899160298,"Cul4a","non-significant"
"ENSMUSG00000031447",-0.0069554988482961,0.983422480588659,"Lamp1","non-significant"
"ENSMUSG00000031448",0.0820949608700452,0.925751456955391,"Adprhl1","non-significant"
"ENSMUSG00000031451",0.0762562250152007,0.836902963552993,"Gas6","non-significant"
"ENSMUSG00000031453",-0.132983347285436,0.812499043789986,"Rasa3","non-significant"
"ENSMUSG00000031458",0.0495807482617018,0.962246757602288,"Coprs","non-significant"
"ENSMUSG00000031461",-0.0847102931685145,0.877683806548699,"Myom2","non-significant"
"ENSMUSG00000031465",0.0827585075629309,0.957760129479797,"Angpt2","non-significant"
"ENSMUSG00000031467",-0.0864786191457068,0.837459560774754,"Agpat5","non-significant"
"ENSMUSG00000031478",0.232721035729448,0.760250721713371,"Nek3","non-significant"
"ENSMUSG00000031479",0.0239565998337541,0.948951496272079,"Vps36","non-significant"
"ENSMUSG00000031480",0.126278127408608,0.906356816555889,"Thsd1","non-significant"
"ENSMUSG00000031482",0.0789707911800214,0.86717034119523,"Slc25a15","non-significant"
"ENSMUSG00000031483",0.157697522940634,0.531872328541189,"Erlin2","non-significant"
"ENSMUSG00000031485",-0.123976152661949,0.833571295281189,"Plpbp","non-significant"
"ENSMUSG00000031486",0.204068426014283,0.877113031509094,"Adgra2","non-significant"
"ENSMUSG00000031487",-0.0150820675139742,0.987932682403188,"Brf2","non-significant"
"ENSMUSG00000031488",0.0747765147998645,0.981860063140649,"Rab11fip1","non-significant"
"ENSMUSG00000031490",-0.251664542077523,0.542112148964117,"Eif4ebp1","non-significant"
"ENSMUSG00000031493",-0.349902576748107,0.882988148672574,"Ggn","non-significant"
"ENSMUSG00000031494",0.242201150549339,0.949117532204866,"Cd209a","non-significant"
"ENSMUSG00000031495",0.613225928286812,0.849942295671215,"Cd209d","non-significant"
"ENSMUSG00000031497",-0.57842534568904,0.59408501558753,"Tnfsf13b","non-significant"
"ENSMUSG00000031502",0.253242606655865,0.816704283573201,"Col4a1","non-significant"
"ENSMUSG00000031503",0.179254584233286,0.872438306818569,"Col4a2","non-significant"
"ENSMUSG00000031504",-0.446709179253399,0.684398363544395,"Rab20","non-significant"
"ENSMUSG00000031505",-0.0359136995594598,0.962588041582949,"Naxd","non-significant"
"ENSMUSG00000031506",-0.265434233964802,0.889144920372036,"Ptpn7","non-significant"
"ENSMUSG00000031508",-0.112442298870889,0.844600615956706,"Ankrd10","non-significant"
"ENSMUSG00000031511",0.0418508749387569,0.942539526125708,"Arhgef7","non-significant"
"ENSMUSG00000031513",-0.0758060181233564,0.869108603615332,"Leprotl1","non-significant"
"ENSMUSG00000031516",-0.0412118399887501,0.950308737088734,"Dctn6","non-significant"
"ENSMUSG00000031517",0.089918053824611,0.977892924212673,"Gpm6a","non-significant"
"ENSMUSG00000031519",-0.144914829369729,0.871323735336378,"Asb5","non-significant"
"ENSMUSG00000031520",0.36239909438409,0.747427865912402,"Vegfc","non-significant"
"ENSMUSG00000031521",-0.0673632531999651,0.886277816818686,"Aga","non-significant"
"ENSMUSG00000031523",0.275192537765042,0.718492259699989,"Dlc1","non-significant"
"ENSMUSG00000031527",-0.0376688223318679,0.964389961119476,"Eri1","non-significant"
"ENSMUSG00000031529",0.0992652170874395,0.844694272473535,"Tnks","non-significant"
"ENSMUSG00000031530",-0.333062281689469,0.672268555867154,"Dusp4","non-significant"
"ENSMUSG00000031532",-0.0394777654390504,0.911568561162527,"Saraf","non-significant"
"ENSMUSG00000031533",0.0343373020674791,0.960334912763755,"Mrps31","non-significant"
"ENSMUSG00000031534",0.0137425647147861,0.982828170558469,"Smim19","non-significant"
"ENSMUSG00000031536",0.0200209404083338,0.976190870894722,"Polb","non-significant"
"ENSMUSG00000031537",-0.147834742447865,0.506933935830886,"Ikbkb","non-significant"
"ENSMUSG00000031538",0.551135904728849,0.375598694045455,"Plat","non-significant"
"ENSMUSG00000031539",-0.0216571594190463,0.983422480588659,"Ap3m2","non-significant"
"ENSMUSG00000031540",0.165387398296362,0.659196093513576,"Kat6a","non-significant"
"ENSMUSG00000031543",0.0869958753057298,0.853810808775673,"Ank1","non-significant"
"ENSMUSG00000031545",-0.0254475165037833,0.957760129479797,"Gpat4","non-significant"
"ENSMUSG00000031546",-0.171697234769541,0.631330879342716,"Gins4","non-significant"
"ENSMUSG00000031548",0.096425892699808,0.974053068570346,"Sfrp1","non-significant"
"ENSMUSG00000031555",0.0447988637775675,0.911031505540814,"Adam9","non-significant"
"ENSMUSG00000031556",-0.111757246796677,0.719299731463339,"Tm2d2","non-significant"
"ENSMUSG00000031557",0.119411831947969,0.873947971096272,"Plekha2","non-significant"
"ENSMUSG00000031558",-0.00979991117415915,0.998066466338043,"Slit2","non-significant"
"ENSMUSG00000031561",0.140433194221889,0.826642343733796,"Tenm3","non-significant"
"ENSMUSG00000031562",0.00836677888191267,0.995832636295391,"Dctd","non-significant"
"ENSMUSG00000031563",0.118094058510136,0.753818188388277,"Wwc2","non-significant"
"ENSMUSG00000031565",0.00878563055202935,0.993011341551255,"Fgfr1","non-significant"
"ENSMUSG00000031568",-0.0913318501369217,0.809158745022578,"Rwdd4a","non-significant"
"ENSMUSG00000031570",-0.21995145907837,0.655119099749023,"Plpp5","non-significant"
"ENSMUSG00000031574",-0.102271366933958,0.970216082944769,"Star","non-significant"
"ENSMUSG00000031575",0.0706345340088591,0.844694272473535,"Ash2l","non-significant"
"ENSMUSG00000031576",-0.175239720262985,0.910830674737838,"Kcnu1","non-significant"
"ENSMUSG00000031577",-0.176163602817167,0.633242992247,"Tti2","non-significant"
"ENSMUSG00000031578",-0.0161392825333837,0.979488601344178,"Mak16","non-significant"
"ENSMUSG00000031583",0.136939679821304,0.871917020945348,"Wrn","non-significant"
"ENSMUSG00000031584",0.0392213866280383,0.948217033157263,"Gsr","non-significant"
"ENSMUSG00000031585",-0.0341306964268338,0.975706183549311,"Gtf2e2","non-significant"
"ENSMUSG00000031586",-0.044539647491525,0.972721340184633,"Rbpms","non-significant"
"ENSMUSG00000031590",-0.0494199899714564,0.957760129479797,"Frg1","non-significant"
"ENSMUSG00000031591",0.0169221189516206,0.980207652182183,"Asah1","non-significant"
"ENSMUSG00000031592",0.163276392727675,0.603993480101538,"Pcm1","non-significant"
"ENSMUSG00000031595",-0.0771483928040836,0.969063335261157,"Pdgfrl","non-significant"
"ENSMUSG00000031596",-0.459456528585688,0.360204450875256,"Slc7a2","non-significant"
"ENSMUSG00000031600",0.0611983306576598,0.875244578601251,"Vps37a","non-significant"
"ENSMUSG00000031601",0.0466500789341898,0.91099006898321,"Cnot7","non-significant"
"ENSMUSG00000031604",0.0712627646214338,0.974390689476328,"Msmo1","non-significant"
"ENSMUSG00000031605",-0.00254599214023495,0.997655039429795,"Klhl2","non-significant"
"ENSMUSG00000031608",-0.0926041814914518,0.909257136506511,"Galnt7","non-significant"
"ENSMUSG00000031609",-0.378807657079001,0.713028292254839,"Sap30","non-significant"
"ENSMUSG00000031613",0.283086739475129,0.871323735336378,"Hpgd","non-significant"
"ENSMUSG00000031616",0.0511052104277472,0.977430930012133,"Ednra","non-significant"
"ENSMUSG00000031617",-0.0788126637831247,0.91303972267042,"Tmem184c","non-significant"
"ENSMUSG00000031618",0.0506796606571697,0.964320081902298,"Nr3c2","non-significant"
"ENSMUSG00000031622",0.0833128888084026,0.844694272473535,"Sin3b","non-significant"
"ENSMUSG00000031626",0.190115969183696,0.871323735336378,"Sorbs2","non-significant"
"ENSMUSG00000031627",0.0433311142036371,0.960578909336477,"Irf2","non-significant"
"ENSMUSG00000031628",0.03670310331825,0.979440489683205,"Casp3","non-significant"
"ENSMUSG00000031631",-0.0615951680028598,0.886277816818686,"Cfap97","non-significant"
"ENSMUSG00000031633",-0.0179514210834395,0.979488601344178,"Slc25a4","non-significant"
"ENSMUSG00000031634",-0.0724926770830085,0.848867882954096,"Ufsp2","non-significant"
"ENSMUSG00000031636",-0.247018795256015,0.815949691027595,"Pdlim3","non-significant"
"ENSMUSG00000031637",0.251738120439342,0.757846649374857,"Lrp2bp","non-significant"
"ENSMUSG00000031639",0.302117720645281,0.487787573462707,"Tlr3","non-significant"
"ENSMUSG00000031641",-0.0243530110341293,0.976190870894722,"Cbr4","non-significant"
"ENSMUSG00000031642",0.0861084142992649,0.960578909336477,"Sh3rf1","non-significant"
"ENSMUSG00000031644",0.118925081711144,0.824874741900222,"Nek1","non-significant"
"ENSMUSG00000031647",0.199527530394389,0.754304339252145,"Mfap3l","non-significant"
"ENSMUSG00000031652",0.202975935448868,0.539498737530672,"N4bp1","non-significant"
"ENSMUSG00000031657",0.0475563605496923,0.872438306818569,"Heatr3","non-significant"
"ENSMUSG00000031659",0.0598912974753222,0.977430930012133,"Adcy7","non-significant"
"ENSMUSG00000031660",0.0562681348247971,0.82030071832054,"Brd7","non-significant"
"ENSMUSG00000031661",0.0521527693150381,0.984089192735064,"Nkd1","non-significant"
"ENSMUSG00000031662",-0.0966849186785601,0.973252688427433,"Snx20","non-significant"
"ENSMUSG00000031666",0.107751447631272,0.767457665068117,"Rbl2","non-significant"
"ENSMUSG00000031667",0.0422590461973575,0.897845998560562,"Aktip","non-significant"
"ENSMUSG00000031668",-0.236790275559318,0.525529114282627,"Eif2ak3","non-significant"
"ENSMUSG00000031669",-0.287834934691736,0.812765805233961,"Gins3","non-significant"
"ENSMUSG00000031671",-0.00654453416130492,0.993999261807722,"Setd6","non-significant"
"ENSMUSG00000031672",-0.108755734655739,0.82115263432072,"Got2","non-significant"
"ENSMUSG00000031673",0.187370155626356,0.977668905019921,"Cdh11","non-significant"
"ENSMUSG00000031681",-0.191046340654913,0.58639213583734,"Smad1","non-significant"
"ENSMUSG00000031683",-0.106642225065535,0.872438306818569,"Lsm6","non-significant"
"ENSMUSG00000031684",-0.0889712114191763,0.915525710310345,"Slc10a7","non-significant"
"ENSMUSG00000031691",-0.0583137063969039,0.892729159082913,"Tnpo2","non-significant"
"ENSMUSG00000031696",0.0386224298470344,0.886277816818686,"Vps35","non-significant"
"ENSMUSG00000031697",0.0715276682235735,0.948217033157263,"Orc6","non-significant"
"ENSMUSG00000031700",-0.0219000157574337,0.987932682403188,"Gpt2","non-significant"
"ENSMUSG00000031701",0.00398168455867733,0.993011341551255,"Dnaja2","non-significant"
"ENSMUSG00000031703",0.00288111368502486,0.995383315113073,"Itfg1","non-significant"
"ENSMUSG00000031706",0.0614201717915123,0.940600490522009,"Rfx1","non-significant"
"ENSMUSG00000031708",0.0146271655406086,0.987932682403188,"Tecr","non-significant"
"ENSMUSG00000031709",0.00146967440734781,0.998890337888671,"Tbc1d9","non-significant"
"ENSMUSG00000031711",-0.0622958899511393,0.897845998560562,"Zfp330","non-significant"
"ENSMUSG00000031712",-0.0100837034513251,0.993999261807722,"Il15","non-significant"
"ENSMUSG00000031714",0.138481956460123,0.794633075003704,"Gab1","non-significant"
"ENSMUSG00000031715",0.0670868612891914,0.886277816818686,"Smarca5","non-significant"
"ENSMUSG00000031722",0.782854857375231,0.576499098852757,"Hp","non-significant"
"ENSMUSG00000031723",0.0295117613163209,0.974390689476328,"Txnl4b","non-significant"
"ENSMUSG00000031728",0.391141114294449,0.247849654370319,"Zfp821","non-significant"
"ENSMUSG00000031729",-0.0855909711982547,0.872438306818569,"Ist1","non-significant"
"ENSMUSG00000031730",-0.0593608354988117,0.922550764960977,"Dhodh","non-significant"
"ENSMUSG00000031731",0.0404669670137587,0.933168715521277,"Ap1g1","non-significant"
"ENSMUSG00000031732",-0.0577553508574135,0.962246757602288,"Phlpp2","non-significant"
"ENSMUSG00000031734",0.0122835620803247,0.991365033806082,"Irx3","non-significant"
"ENSMUSG00000031736",0.384534382260087,0.793004949035191,"Crnde","non-significant"
"ENSMUSG00000031740",-0.0500585634750329,0.977430930012133,"Mmp2","non-significant"
"ENSMUSG00000031748",0.0400954016993907,0.972721340184633,"Gnao1","non-significant"
"ENSMUSG00000031749",-0.0325814231526099,0.972721340184633,"St3gal2","non-significant"
"ENSMUSG00000031750",-0.023147187011664,0.989944319013175,"Il34","non-significant"
"ENSMUSG00000031751",-0.00853344769755781,0.977430930012133,"Amfr","non-significant"
"ENSMUSG00000031753",-0.0455758027889131,0.897845998560562,"Cog4","non-significant"
"ENSMUSG00000031754",0.0792173663652116,0.91099006898321,"Nudt21","non-significant"
"ENSMUSG00000031755",0.176179121044382,0.792686937074851,"Bbs2","non-significant"
"ENSMUSG00000031756",-0.485514081424803,0.697153450551352,"Cenpn","non-significant"
"ENSMUSG00000031758",0.515556343498132,0.607064758537866,"Cdyl2","non-significant"
"ENSMUSG00000031760",-0.823099547543878,0.183906605584378,"Mt3","non-significant"
"ENSMUSG00000031762",-0.72281563360631,0.762060127252922,"Mt2","non-significant"
"ENSMUSG00000031765",-0.726166719012927,0.524436606810346,"Mt1","non-significant"
"ENSMUSG00000031767",-0.0760274854050981,0.940153800652369,"Nudt7","non-significant"
"ENSMUSG00000031770",-0.151489296478908,0.68455885416623,"Herpud1","non-significant"
"ENSMUSG00000031772",-0.436170504218465,0.872438306818569,"Cntnap4","non-significant"
"ENSMUSG00000031774",-0.00873006688631376,0.987574427574225,"Psme3ip1","non-significant"
"ENSMUSG00000031775",0.039049779590649,0.989944319013175,"Pllp","non-significant"
"ENSMUSG00000031776",-0.255435068336857,0.175395410060217,"Arl2bp","non-significant"
"ENSMUSG00000031778",0.0625604102560165,0.979488601344178,"Cx3cl1","non-significant"
"ENSMUSG00000031779",0.550099213837843,0.757846649374857,"Ccl22","non-significant"
"ENSMUSG00000031781",-0.235550824035857,0.740781558818639,"Ciapin1","non-significant"
"ENSMUSG00000031782",-0.0110441746999045,0.983422480588659,"Coq9","non-significant"
"ENSMUSG00000031783",0.0256457626940661,0.972721340184633,"Polr2c","non-significant"
"ENSMUSG00000031785",0.132652159077666,0.945481907937247,"Adgrg1","non-significant"
"ENSMUSG00000031787",-0.0202717070893615,0.977892924212673,"Katnb1","non-significant"
"ENSMUSG00000031788",0.0550070056907953,0.960578909336477,"Kifc3","non-significant"
"ENSMUSG00000031789",0.446081782981689,0.815716360004283,"Cngb1","non-significant"
"ENSMUSG00000031790",0.24066113814482,0.631330879342716,"Mmp15","non-significant"
"ENSMUSG00000031791",-0.00966779979199013,0.983422480588659,"Tmem38a","non-significant"
"ENSMUSG00000031792",0.00223407506307661,0.997112199426127,"Usb1","non-significant"
"ENSMUSG00000031796",0.291183401582767,0.383943978324532,"Cfap20","non-significant"
"ENSMUSG00000031799",0.00322989582202577,0.997112199426127,"Tpm4","non-significant"
"ENSMUSG00000031803",0.13995901038,0.83606022573637,"B3gnt3","non-significant"
"ENSMUSG00000031805",-0.0248261577712478,0.982410599066789,"Jak3","non-significant"
"ENSMUSG00000031807",-0.118565841767645,0.755282905543338,"Pgls","non-significant"
"ENSMUSG00000031808",0.0702469320609813,0.929286997455643,"Slc27a1","non-significant"
"ENSMUSG00000031812",-0.034456010276559,0.95652483014705,"Map1lc3b","non-significant"
"ENSMUSG00000031813",-0.140044998625383,0.624820927279034,"Mvb12a","non-significant"
"ENSMUSG00000031816",-0.068897440576883,0.925265831059824,"Mthfsd","non-significant"
"ENSMUSG00000031818",-0.0268453762387732,0.974053068570346,"Cox4i1","non-significant"
"ENSMUSG00000031819",0.00762194999498563,0.989944319013175,"Emc8","non-significant"
"ENSMUSG00000031820",-0.121810596742392,0.422029187832325,"Babam1","non-significant"
"ENSMUSG00000031822",-0.135018652852298,0.820914218740705,"Gse1","non-significant"
"ENSMUSG00000031823",-0.193383307205565,0.213784335559179,"Zdhhc7","non-significant"
"ENSMUSG00000031824",-0.409201867181313,0.649800991373745,"6430548M08Rik","non-significant"
"ENSMUSG00000031825",0.138195166325216,0.904845394304708,"Crispld2","non-significant"
"ENSMUSG00000031826",0.0291044637419179,0.959740798445704,"Usp10","non-significant"
"ENSMUSG00000031827",-0.399456824444565,0.531210574512323,"Cotl1","non-significant"
"ENSMUSG00000031828",0.1604601558161,0.904574045491432,"Klhl36","non-significant"
"ENSMUSG00000031832",0.078615037666305,0.919924408324315,"Taf1c","non-significant"
"ENSMUSG00000031833",-0.0370522681438781,0.976190870894722,"Mast3","non-significant"
"ENSMUSG00000031834",-0.106740205143313,0.792533239632695,"Pik3r2","non-significant"
"ENSMUSG00000031835",0.0415327403022808,0.918433343767026,"Mbtps1","non-significant"
"ENSMUSG00000031838",-0.480569194311739,0.297543321761724,"Ifi30","non-significant"
"ENSMUSG00000031839",-0.03388682768916,0.925537906426813,"Hsbp1","non-significant"
"ENSMUSG00000031840",-0.111429747265456,0.695268743364213,"Rab3a","non-significant"
"ENSMUSG00000031841",-0.19684588748875,0.695587446755647,"Cdh13","non-significant"
"ENSMUSG00000031842",0.0268212792727749,0.989944319013175,"Pde4c","non-significant"
"ENSMUSG00000031843",-0.110788386031355,0.897845998560562,"Mphosph6","non-significant"
"ENSMUSG00000031848",-0.0491320168850992,0.947474915373231,"Lsm4","non-significant"
"ENSMUSG00000031849",-0.658105189905524,0.848867882954096,"Comp","non-significant"
"ENSMUSG00000031851",-0.0346445271852598,0.966390173508356,"Ntpcr","non-significant"
"ENSMUSG00000031858",0.0510736036630424,0.912388435400458,"Mau2","non-significant"
"ENSMUSG00000031861",0.485968809207602,0.842375925473959,"Lpar2","non-significant"
"ENSMUSG00000031862",0.00187451755223038,0.997112199426127,"Atp13a1","non-significant"
"ENSMUSG00000031864",0.0594499858191323,0.898492407890268,"Ints10","non-significant"
"ENSMUSG00000031865",-0.0242827408594415,0.964389961119476,"Dctn1","non-significant"
"ENSMUSG00000031871",0.342232650483799,0.433253297028732,"Cdh5","non-significant"
"ENSMUSG00000031875",-0.103911181524252,0.926688819210661,"Cmtm3","non-significant"
"ENSMUSG00000031877",-0.0331021268926497,0.990647121327956,"Ces2g","non-significant"
"ENSMUSG00000031878",0.0297852538698513,0.955652783901444,"Nae1","non-significant"
"ENSMUSG00000031879",-0.110287063520365,0.867142865656395,"Ciao2b","non-significant"
"ENSMUSG00000031880",-0.55551094379719,0.836260741247908,"Rrad","non-significant"
"ENSMUSG00000031883",0.431295871120282,0.594163772399014,"Car7","non-significant"
"ENSMUSG00000031885",0.111122925059329,0.845011522339529,"Cbfb","non-significant"
"ENSMUSG00000031887",-0.342193189481414,0.631330879342716,"Tradd","non-significant"
"ENSMUSG00000031889",0.191578483612925,0.485367640883449,"Phaf1","non-significant"
"ENSMUSG00000031897",0.0123305592716665,0.989944319013175,"Psmb10","non-significant"
"ENSMUSG00000031901",-0.0606462927544046,0.937390209557303,"Dus2","non-significant"
"ENSMUSG00000031902",0.100558197664439,0.794942597522412,"Nfatc3","non-significant"
"ENSMUSG00000031903",0.147676799199823,0.872676321028159,"Pla2g15","non-significant"
"ENSMUSG00000031904",0.0929009746614985,0.876158881050567,"Slc7a6","non-significant"
"ENSMUSG00000031906",0.520802272751365,0.715342640539458,"Smpd3","non-significant"
"ENSMUSG00000031907",0.121319783135047,0.909300109206781,"Zfp90","non-significant"
"ENSMUSG00000031910",0.445969641255275,0.812765805233961,"Has3","non-significant"
"ENSMUSG00000031913",0.0118886869448025,0.977430930012133,"Vps4a","non-significant"
"ENSMUSG00000031916",-0.0902757754345804,0.774484690499647,"Cog8","non-significant"
"ENSMUSG00000031917",-0.0694841181049742,0.922550764960977,"Nip7","non-significant"
"ENSMUSG00000031918",-0.100547389217451,0.751755536128477,"Mtmr2","non-significant"
"ENSMUSG00000031921",-0.0199376075486591,0.974379899238039,"Terf2","non-significant"
"ENSMUSG00000031922",0.158088814252062,0.731646004887714,"Cep57","non-significant"
"ENSMUSG00000031924",-0.113819548598527,0.77682333769461,"Cyb5b","non-significant"
"ENSMUSG00000031925",0.00968023126443066,0.993011341551255,"Maml2","non-significant"
"ENSMUSG00000031928",-0.0168380508532861,0.979440489683205,"Mre11a","non-significant"
"ENSMUSG00000031930",0.0159812640487268,0.979440489683205,"Wwp2","non-significant"
"ENSMUSG00000031931",0.0614796812284,0.936102831060237,"Ankrd49","non-significant"
"ENSMUSG00000031934",-0.282197591216149,0.799204493207736,"Panx1","non-significant"
