"","log2FoldChange","padj","GeneSymbol","significance"
"ENSMUSG00000034083",0.000105343222807984,1,"Ccdc174","non-significant"
"ENSMUSG00000034087",-0.0284312321429887,1,"Nlrp4b","non-significant"
"ENSMUSG00000034088",-0.119785276415677,1,"Hdlbp","non-significant"
"ENSMUSG00000034098",0,1,"Fstl5","non-significant"
"ENSMUSG00000034101",0.00979364522636455,1,"Ctnnd1","non-significant"
"ENSMUSG00000034105",0.0340309439494118,1,"Meak7","non-significant"
"ENSMUSG00000034107",-1.0110524599215,1,"Ano7","non-significant"
"ENSMUSG00000034108",0.163343390995368,1,"Ccs","non-significant"
"ENSMUSG00000034109",-0.0370009827960674,1,"Golim4","non-significant"
"ENSMUSG00000034110",-0.176988742552601,1,"Kctd7","non-significant"
"ENSMUSG00000034111",0.0414034225332884,1,"Tmed8","non-significant"
"ENSMUSG00000034112",-0.824485605882538,1,"Atp2c2","non-significant"
"ENSMUSG00000034115",-0.286704685360047,1,"Scn11a","non-significant"
"ENSMUSG00000034116",0.0325706128068138,1,"Vav1","non-significant"
"ENSMUSG00000034117",1.57037227074867,1,"Ptgdr2","non-significant"
"ENSMUSG00000034118",0.326161316170438,1,"Tpst1","non-significant"
"ENSMUSG00000034120",0.0606985698507002,1,"Srsf2","non-significant"
"ENSMUSG00000034121",0.172218930311712,1,"Mks1","non-significant"
"ENSMUSG00000034122",0.692850608372959,1,"Nlrp4d","non-significant"
"ENSMUSG00000034126",-0.170474218080973,1,"Pomt2","non-significant"
"ENSMUSG00000034127",0.214374897582255,1,"Tspan8","non-significant"
"ENSMUSG00000034135",-0.0025699300853895,1,"Sik3","non-significant"
"ENSMUSG00000034139",-0.749759986306574,1,"Serpini2","non-significant"
"ENSMUSG00000034145",-0.162618902552257,1,"Tmem63c","non-significant"
"ENSMUSG00000034151",1.48794020321191,1,"Zbbx","non-significant"
"ENSMUSG00000034152",-0.0705756328326015,1,"Exoc3","non-significant"
"ENSMUSG00000034154",0.124544573865332,1,"Ino80","non-significant"
"ENSMUSG00000034156",0.306258439480717,1,"Tspoap1","non-significant"
"ENSMUSG00000034157",-0.121444463648489,1,"Cipc","non-significant"
"ENSMUSG00000034158",-0.0711999265988924,1,"Lrrc58","non-significant"
"ENSMUSG00000034159",0,1,"Mab21l4","non-significant"
"ENSMUSG00000034160",0.000455524881797522,1,"Ogt","non-significant"
"ENSMUSG00000034161",-0.1834935908291,1,"Scx","non-significant"
"ENSMUSG00000034163",-0.176963744460565,1,"Zfc3h1","non-significant"
"ENSMUSG00000034164",0.488170042998486,1,"Emid1","non-significant"
"ENSMUSG00000034165",0.134720212905859,1,"Ccnd3","non-significant"
"ENSMUSG00000034168",-0.0285750729027403,1,"Irf2bpl","non-significant"
"ENSMUSG00000034171",-0.620541927001453,1,"Faah","non-significant"
"ENSMUSG00000034173",0.0243682756103726,1,"Zbed5","non-significant"
"ENSMUSG00000034175",-0.00727660168742698,1,"Rhbdd3","non-significant"
"ENSMUSG00000034177",0.0977711764673544,1,"Rnf43","non-significant"
"ENSMUSG00000034185",-1.52911387582491,1,"Tmem275","non-significant"
"ENSMUSG00000034187",0.0154014341143471,1,"Nsf","non-significant"
"ENSMUSG00000034189",-0.0223648770442916,1,"Hsdl1","non-significant"
"ENSMUSG00000034190",0.0023724160262281,1,"Chmp7","non-significant"
"ENSMUSG00000034192",0.194136599830926,1,"Lsm3","non-significant"
"ENSMUSG00000034194",0.0966390179159778,1,"R3hcc1","non-significant"
"ENSMUSG00000034201",0.0550595899710033,1,"Gas2l1","non-significant"
"ENSMUSG00000034203",0.121424303534892,1,"Chchd4","non-significant"
"ENSMUSG00000034205",0.0372507722530083,1,"Loxl2","non-significant"
"ENSMUSG00000034206",0.0770803555033805,1,"Polq","non-significant"
"ENSMUSG00000034209",0.33371512679494,1,"Rasl10a","non-significant"
"ENSMUSG00000034210",-0.040080350238534,1,"Efcab14","non-significant"
"ENSMUSG00000034211",0.0928110572436381,1,"Mrps17","non-significant"
"ENSMUSG00000034212",-1.15601288199654,1,"Ankmy1","non-significant"
"ENSMUSG00000034216",-0.0330262816723873,1,"Vps18","non-significant"
"ENSMUSG00000034218",-0.0149709439159588,1,"Atm","non-significant"
"ENSMUSG00000034219",-0.749759986306574,1,"Septin14","non-significant"
"ENSMUSG00000034220",-0.0511763850279789,1,"Gpc1","non-significant"
"ENSMUSG00000034224",-0.768408361520985,1,"Slc38a8","non-significant"
"ENSMUSG00000034226",-1.03263732804641,1,"Rhov","non-significant"
"ENSMUSG00000034227",0.657364736394114,1,"Foxj1","non-significant"
"ENSMUSG00000034235",-0.0853050197295352,1,"Usp54","non-significant"
"ENSMUSG00000034239",0.692817804612771,1,"Lrrc37","non-significant"
"ENSMUSG00000034243",-0.266193050930432,1,"Golgb1","non-significant"
"ENSMUSG00000034245",-0.00140792408490059,1,"Hdac11","non-significant"
"ENSMUSG00000034247",-0.0574683685637736,1,"Plekhm1","non-significant"
"ENSMUSG00000034248",-0.0999390107321467,1,"Slc25a37","non-significant"
"ENSMUSG00000034252",-0.0189888350094387,1,"Senp6","non-significant"
"ENSMUSG00000034254",-0.0335538054150451,1,"Agpat1","non-significant"
"ENSMUSG00000034255",-0.0630068975312063,1,"Arhgap27","non-significant"
"ENSMUSG00000034258",-0.0908991246262983,1,"Flvcr2","non-significant"
"ENSMUSG00000034259",-0.000946892009440813,1,"Exosc4","non-significant"
"ENSMUSG00000034263",-0.023238405222255,1,"Ints14","non-significant"
"ENSMUSG00000034265",-0.318710023640145,1,"Zdhhc14","non-significant"
"ENSMUSG00000034266",0.657366365368926,1,"Batf","non-significant"
"ENSMUSG00000034269",-0.0867778047698155,1,"Setd5","non-significant"
"ENSMUSG00000034271",0.0368459147618697,1,"Jdp2","non-significant"
"ENSMUSG00000034274",-0.0471162163897082,1,"Thoc5","non-significant"
"ENSMUSG00000034275",-0.370689112940748,1,"Igsf9b","non-significant"
"ENSMUSG00000034278",-0.0327610877834928,1,"Dnajc17","non-significant"
"ENSMUSG00000034282",0.169267171060325,1,"Evpl","non-significant"
"ENSMUSG00000034285",-0.675718012432742,1,"Nipsnap1","non-significant"
"ENSMUSG00000034290",-0.074424834917209,1,"Nek9","non-significant"
"ENSMUSG00000034292",-8.89720590371084e-05,1,"Traf3ip1","non-significant"
"ENSMUSG00000034295",-0.102560314322745,1,"Fhod3","non-significant"
"ENSMUSG00000034297",-0.160447302957709,1,"Med13","non-significant"
"ENSMUSG00000034300",0.0176976649421449,1,"Fam53c","non-significant"
"ENSMUSG00000034303",-0.118153338701946,1,"Ccdc15","non-significant"
"ENSMUSG00000034308",0.289750099500193,1,"Sdr42e1","non-significant"
"ENSMUSG00000034310",0.121105438154543,1,"Tmem132d","non-significant"
"ENSMUSG00000034311",0.304628515766826,1,"Kif4","non-significant"
"ENSMUSG00000034312",-0.18185982616882,1,"Iqsec1","non-significant"
"ENSMUSG00000034317",0.157796285462711,1,"Trim59","non-significant"
"ENSMUSG00000034320",-0.0699424067743994,1,"Slc26a2","non-significant"
"ENSMUSG00000034321",0.0456732717288501,1,"Exosc1","non-significant"
"ENSMUSG00000034324",0.189839775950072,1,"Tmem132c","non-significant"
"ENSMUSG00000034327",-0.141886944192417,1,"Kctd9","non-significant"
"ENSMUSG00000034329",-0.252985846402421,1,"Brip1","non-significant"
"ENSMUSG00000034330",0.214631172158823,1,"Plcg2","non-significant"
"ENSMUSG00000034333",-0.0824080695171366,1,"Zbed4","non-significant"
"ENSMUSG00000034334",0.276535868215169,1,"Fam151b","non-significant"
"ENSMUSG00000034336",-0.78585476506624,1,"Ina","non-significant"
"ENSMUSG00000034341",-0.0164201379586767,1,"Wbp2","non-significant"
"ENSMUSG00000034342",0.0958071707373734,1,"Cbl","non-significant"
"ENSMUSG00000034343",-0.0813992629512613,1,"Ube2f","non-significant"
"ENSMUSG00000034345",0.126991046644136,1,"Gtf2h5","non-significant"
"ENSMUSG00000034349",0.094718068196232,1,"Smc4","non-significant"
"ENSMUSG00000034353",0.371191010799119,1,"Ramp1","non-significant"
"ENSMUSG00000034354",-0.126495302931371,1,"Mtmr3","non-significant"
"ENSMUSG00000034361",-0.253784275595665,1,"Cpne2","non-significant"
"ENSMUSG00000034371",-0.116316363185658,1,"Tkfc","non-significant"
"ENSMUSG00000034377",6.00870273061312e-06,1,"Tulp4","non-significant"
"ENSMUSG00000034379",-0.142908484673918,1,"Wdr5b","non-significant"
"ENSMUSG00000034382",-0.319395969692165,1,"AI661453","non-significant"
"ENSMUSG00000034384",0,1,"Barhl2","non-significant"
"ENSMUSG00000034387",0.089160542990238,1,"Ssu2","non-significant"
"ENSMUSG00000034390",-0.0734283178932968,1,"Cmip","non-significant"
"ENSMUSG00000034391",0.692818234808028,1,"Fbxo15","non-significant"
"ENSMUSG00000034394",-0.138468408452619,1,"Lif","non-significant"
"ENSMUSG00000034401",0.0935361222533756,1,"Spata6","non-significant"
"ENSMUSG00000034402",0.705379345582894,1,"Kcnh5","non-significant"
"ENSMUSG00000034403",0.0476724093245037,1,"Pja1","non-significant"
"ENSMUSG00000034412",0.296645328463579,1,"Tbc1d10a","non-significant"
"ENSMUSG00000034413",-0.11386558415478,1,"Neurl1b","non-significant"
"ENSMUSG00000034416",-0.784826973125894,1,"Pkd1l2","non-significant"
"ENSMUSG00000034422",0.146894715045866,1,"Parp14","non-significant"
"ENSMUSG00000034424",0.0346558513407642,1,"Gcsh","non-significant"
"ENSMUSG00000034427",0.904888861025693,1,"Myo15b","non-significant"
"ENSMUSG00000034429",0.170461012017789,1,"Zfp707","non-significant"
"ENSMUSG00000034430",-0.098879932772971,1,"Zxdc","non-significant"
"ENSMUSG00000034432",0.0172382186690465,1,"Cops8","non-significant"
"ENSMUSG00000034435",-0.394927608113482,1,"Tmem30b","non-significant"
"ENSMUSG00000034438",-0.858995726253674,1,"Gbp8","non-significant"
"ENSMUSG00000034442",0.0689328212384995,1,"Trmt5","non-significant"
"ENSMUSG00000034445",-0.133973743188789,1,"Cyb561a3","non-significant"
"ENSMUSG00000034449",0.0018056931929678,1,"Dhrs11","non-significant"
"ENSMUSG00000034450",-2.43550327591571,1,"Gulo","non-significant"
"ENSMUSG00000034452",0.656056310431553,1,"Slc24a1","non-significant"
"ENSMUSG00000034453",-0.165458469826137,1,"Polr3b","non-significant"
"ENSMUSG00000034456",-2.21173418748607,1,"Uroc1","non-significant"
"ENSMUSG00000034457",-0.288974675591464,1,"Eda2r","non-significant"
"ENSMUSG00000034459",0.166366681020506,1,"Ifit1","non-significant"
"ENSMUSG00000034460",-0.109873443049818,1,"Six4","non-significant"
"ENSMUSG00000034462",0.00468049944072805,1,"Pkd2","non-significant"
"ENSMUSG00000034463",0.0918162530907808,1,"Scara3","non-significant"
"ENSMUSG00000034467",-0.0284643279241816,1,"Dynlrb2","non-significant"
"ENSMUSG00000034471",-0.013031910491722,1,"Caskin2","non-significant"
"ENSMUSG00000034472",-0.48240797051975,1,"Rasd2","non-significant"
"ENSMUSG00000034473",0.170651678730879,1,"Sec22a","non-significant"
"ENSMUSG00000034480",-0.0668604029528757,1,"Diaph2","non-significant"
"ENSMUSG00000034482",-0.749769369019827,1,"Ly6g5c","non-significant"
"ENSMUSG00000034484",0.0992000885944084,1,"Snx2","non-significant"
"ENSMUSG00000034485",-0.00149825017839851,1,"Uaca","non-significant"
"ENSMUSG00000034486",-0.282140130085402,1,"Gbx2","non-significant"
"ENSMUSG00000034487",0.0915739957637388,1,"Poglut3","non-significant"
"ENSMUSG00000034488",-0.264766209857033,1,"Edil3","non-significant"
"ENSMUSG00000034501",-0.0315467279698047,1,"Pcnx4","non-significant"
"ENSMUSG00000034509",0.146995812012921,1,"Mad2l1bp","non-significant"
"ENSMUSG00000034518",-0.0801833465197345,1,"Hmgxb4","non-significant"
"ENSMUSG00000034520",0.14409984356493,1,"Gjc1","non-significant"
"ENSMUSG00000034522",-0.0486916055555593,1,"Zfp395","non-significant"
"ENSMUSG00000034525",-0.111373425969816,1,"Ice1","non-significant"
"ENSMUSG00000034528",-2.15477204536553,1,"Hsd17b13","non-significant"
"ENSMUSG00000034532",-0.462918011564575,1,"Fbxo16","non-significant"
"ENSMUSG00000034533",-0.603123637140557,1,"Scn10a","non-significant"
"ENSMUSG00000034538",0.23979868970077,1,"Zfp418","non-significant"
"ENSMUSG00000034543",-0.127359133176603,1,"Morc2a","non-significant"
"ENSMUSG00000034544",0.0203058141527677,1,"Rsrc1","non-significant"
"ENSMUSG00000034551",0.0167246205936068,1,"Hdx","non-significant"
"ENSMUSG00000034552",0.965630751739784,1,"Zswim2","non-significant"
"ENSMUSG00000034557",0.0247140148612399,1,"Zfyve9","non-significant"
"ENSMUSG00000034560",-0.134545026822389,1,"Washc4","non-significant"
"ENSMUSG00000034563",0.0331345512922797,1,"Ccpg1","non-significant"
"ENSMUSG00000034566",0.1231257654247,1,"Atp5pd","non-significant"
"ENSMUSG00000034570",-0.458375545804621,1,"Inpp5j","non-significant"
"ENSMUSG00000034573",0.0950413119031672,1,"Ptpn13","non-significant"
"ENSMUSG00000034574",-0.0370253190010386,1,"Daam1","non-significant"
"ENSMUSG00000034575",-0.0943346549566145,1,"Tent4a","non-significant"
"ENSMUSG00000034579",0.463027462688954,1,"Pla2g3","non-significant"
"ENSMUSG00000034584",0.401666551727331,1,"Exph5","non-significant"
"ENSMUSG00000034586",-0.0928177007412316,1,"Hid1","non-significant"
"ENSMUSG00000034587",0.0372870141093857,1,"8430429K09Rik","non-significant"
"ENSMUSG00000034591",0.0162278955137982,1,"Slc41a2","non-significant"
"ENSMUSG00000034593",-0.123557494789603,1,"Myo5a","non-significant"
"ENSMUSG00000034595",0.204458456024328,1,"Ppp1r18","non-significant"
"ENSMUSG00000034601",-0.151074803292107,1,"2700049A03Rik","non-significant"
"ENSMUSG00000034602",-0.075214580075155,1,"Mon2","non-significant"
"ENSMUSG00000034607",1.43717183151389,1,"Pof1b","non-significant"
"ENSMUSG00000034610",0.0202168172797026,1,"Tut4","non-significant"
"ENSMUSG00000034612",0.0547080337063359,1,"Chst11","non-significant"
"ENSMUSG00000034613",0.35970122194418,1,"Ppm1h","non-significant"
"ENSMUSG00000034614",0.00316227166152209,1,"Pik3ip1","non-significant"
"ENSMUSG00000034616",-0.00692474279755658,1,"Ssh3","non-significant"
"ENSMUSG00000034617",-0.0847033738361803,1,"Mtrr","non-significant"
"ENSMUSG00000034620",-0.0019592586134608,1,"Rxylt1","non-significant"
"ENSMUSG00000034621",-0.100775887753115,1,"Gpatch8","non-significant"
"ENSMUSG00000034623",-0.197223362359896,1,"Prss55","non-significant"
"ENSMUSG00000034634",0.452090882536558,1,"Ly6d","non-significant"
"ENSMUSG00000034636",0.0741518563674019,1,"Zyg11b","non-significant"
"ENSMUSG00000034639",-0.00852429178866097,1,"Setmar","non-significant"
"ENSMUSG00000034640",0.0630124357638184,1,"Tiparp","non-significant"
"ENSMUSG00000034641",0.0806139089755237,1,"Cd300ld","non-significant"
"ENSMUSG00000034645",0.0255690865051617,1,"Zyg11a","non-significant"
"ENSMUSG00000034647",-0.0125862983743702,1,"Ankrd12","non-significant"
"ENSMUSG00000034648",-0.0302766779260432,1,"Lrrn1","non-significant"
"ENSMUSG00000034652",0.0725543965786156,1,"Cd300a","non-significant"
"ENSMUSG00000034653",-0.127097522745809,1,"Ythdc2","non-significant"
"ENSMUSG00000034656",0.0280943578105771,1,"Cacna1a","non-significant"
"ENSMUSG00000034659",0.0318609026827326,1,"Tmem109","non-significant"
"ENSMUSG00000034660",-1.4265047408017,1,"Galp","non-significant"
"ENSMUSG00000034663",-0.299982285985188,1,"Bmp2k","non-significant"
"ENSMUSG00000034664",0.456409982588562,1,"Itga2b","non-significant"
"ENSMUSG00000034667",-0.0870478210195184,1,"Xpot","non-significant"
"ENSMUSG00000034673",0.0888248866977967,1,"Pbx2","non-significant"
"ENSMUSG00000034674",-0.0659764381430716,1,"Tdg","non-significant"
"ENSMUSG00000034675",0.0532547097675003,1,"Dbn1","non-significant"
"ENSMUSG00000034681",0.0652555786280837,1,"Rnps1","non-significant"
"ENSMUSG00000034683",0.415840777401679,1,"Ppp1r1c","non-significant"
"ENSMUSG00000034684",0.0421556494355366,1,"Sema3f","non-significant"
"ENSMUSG00000034685",-0.0877661556259551,1,"Fam171a2","non-significant"
"ENSMUSG00000034686",0.0481314087612023,1,"Prr7","non-significant"
"ENSMUSG00000034687",0.469973954855333,1,"Fras1","non-significant"
"ENSMUSG00000034689",0,1,"Ccdc202","non-significant"
"ENSMUSG00000034690",0,1,"Nlrp4c","non-significant"
"ENSMUSG00000034701",-1.67367763111259,1,"Neurod1","non-significant"
"ENSMUSG00000034706",0.362413973734836,1,"Dnai2","non-significant"
"ENSMUSG00000034707",-0.0554946154377692,1,"Gns","non-significant"
"ENSMUSG00000034708",0.0105903376510507,1,"Grn","non-significant"
"ENSMUSG00000034709",0.0418657860178664,1,"Ppp1r21","non-significant"
"ENSMUSG00000034714",0.153745749970032,1,"Ttyh2","non-significant"
"ENSMUSG00000034723",-0.176453135353208,1,"Tmx4","non-significant"
"ENSMUSG00000034724",-0.0273348728571987,1,"Cnot6l","non-significant"
"ENSMUSG00000034729",0.00934878158638902,1,"Mrps10","non-significant"
"ENSMUSG00000034730",-0.882949750621002,1,"Adgrb1","non-significant"
"ENSMUSG00000034731",0.0537527834281527,1,"Dgkh","non-significant"
"ENSMUSG00000034732",-0.873834880760876,1,"Pabpc5","non-significant"
"ENSMUSG00000034738",0.153126991107533,1,"Nostrin","non-significant"
"ENSMUSG00000034739",0.0127160746743415,1,"Mfrp","non-significant"
"ENSMUSG00000034744",0.0344381877325662,1,"Nagk","non-significant"
"ENSMUSG00000034748",0.16004657206413,1,"Sirt6","non-significant"
"ENSMUSG00000034751",-0.343295807290108,1,"Mast4","non-significant"
"ENSMUSG00000034755",-2.08652895285401,1,"Pcdh11x","non-significant"
"ENSMUSG00000034757",-0.103590513123075,1,"Tmub2","non-significant"
"ENSMUSG00000034758",-0.0439577332117746,1,"Tle6","non-significant"
"ENSMUSG00000034761",-0.0093526027482393,1,"Map4k5","non-significant"
"ENSMUSG00000034762",0.428016581799552,1,"Glis1","non-significant"
"ENSMUSG00000034764",-0.336310111339735,1,"1700006J14Rik","non-significant"
"ENSMUSG00000034765",-0.148145075658691,1,"Dusp5","non-significant"
"ENSMUSG00000034768",-0.0605800594118757,1,"Asb16","non-significant"
"ENSMUSG00000034771",-0.0549004352993407,1,"Tle2","non-significant"
"ENSMUSG00000034773",0.790159313727053,1,"Hrob","non-significant"
"ENSMUSG00000034774",0.134890465955667,1,"Dsg1c","non-significant"
"ENSMUSG00000034777",1.01874552621452,1,"Vax2","non-significant"
"ENSMUSG00000034780",-0.120303035421283,1,"B3galt1","non-significant"
"ENSMUSG00000034781",-0.0481381830409724,1,"Gna11","non-significant"
"ENSMUSG00000034783",0,1,"Cd207","non-significant"
"ENSMUSG00000034785",-2.2481026830905,1,"Dio1","non-significant"
"ENSMUSG00000034786",0.130085038082036,1,"Gpsm3","non-significant"
"ENSMUSG00000034789",0.0236141450267925,1,"Rab24","non-significant"
"ENSMUSG00000034792",-0.794088073889094,1,"Gna15","non-significant"
"ENSMUSG00000034793",-0.013370127281398,1,"G6pc3","non-significant"
"ENSMUSG00000034795",-0.0571146399119727,1,"Ccdc122","non-significant"
"ENSMUSG00000034796",0.764951879848765,1,"Cpne7","non-significant"
"ENSMUSG00000034799",-0.903407847160723,1,"Unc13a","non-significant"
"ENSMUSG00000034800",-0.0272819032575283,1,"Zfp661","non-significant"
"ENSMUSG00000034801",-0.0774607391442683,1,"Sos2","non-significant"
"ENSMUSG00000034807",-0.019537946987595,1,"Colgalt1","non-significant"
"ENSMUSG00000034810",0.0790044963008559,1,"Scn7a","non-significant"
"ENSMUSG00000034813",-0.573816669415946,1,"Grip1","non-significant"
"ENSMUSG00000034818",-0.441016216042423,1,"Celf5","non-significant"
"ENSMUSG00000034820",-0.0260620162509923,1,"Cpsf7","non-significant"
"ENSMUSG00000034825",-0.0544043481802083,1,"Nrip3","non-significant"
"ENSMUSG00000034826",-0.159379801382047,1,"Nup54","non-significant"
"ENSMUSG00000034829",-0.0238256703381145,1,"Nxnl1","non-significant"
"ENSMUSG00000034832",0.0648783336909665,1,"Tet3","non-significant"
"ENSMUSG00000034833",0.242777081687324,1,"Tespa1","non-significant"
"ENSMUSG00000034837",0.713399742136415,1,"Gnat1","non-significant"
"ENSMUSG00000034839",0.0558857880759185,1,"Larp6","non-significant"
"ENSMUSG00000034842",0.00574897175130858,1,"Art3","non-significant"
"ENSMUSG00000034845",-0.0905900047452312,1,"Plvap","non-significant"
"ENSMUSG00000034848",0.0846105827079045,1,"Ttc21b","non-significant"
"ENSMUSG00000034850",-0.107167543637341,1,"Tmem127","non-significant"
"ENSMUSG00000034853",-0.103475351891428,1,"Acot11","non-significant"
"ENSMUSG00000034854",-0.0352248503843074,1,"Mfsd12","non-significant"
"ENSMUSG00000034855",-0.699299003114378,1,"Cxcl10","non-significant"
"ENSMUSG00000034858",0.148831442055219,1,"Atosa","non-significant"
"ENSMUSG00000034863",0.123922678292047,1,"Ano8","non-significant"
"ENSMUSG00000034867",-0.128935321795827,1,"Ankrd27","non-significant"
"ENSMUSG00000034868",0.209326946518588,1,"Myl12b","non-significant"
"ENSMUSG00000034871",-1.45223596991402,1,"Fam151a","non-significant"
"ENSMUSG00000034872",0.229104920741382,1,"Gipc3","non-significant"
"ENSMUSG00000034875",0.0853609902859726,1,"Nudt19","non-significant"
"ENSMUSG00000034880",0.106833846295749,1,"Mrpl34","non-significant"
"ENSMUSG00000034881",0.205196170774397,1,"Tbxa2r","non-significant"
"ENSMUSG00000034883",0.712664566071241,1,"Lrr1","non-significant"
"ENSMUSG00000034889",0.0381394470340522,1,"Cactin","non-significant"
"ENSMUSG00000034891",0.763047066486226,1,"Sncb","non-significant"
"ENSMUSG00000034892",0.111999388169807,1,"Rps29","non-significant"
"ENSMUSG00000034893",0.0229814163587355,1,"Cog3","non-significant"
"ENSMUSG00000034898",-0.210967237768403,1,"Filip1","non-significant"
"ENSMUSG00000034902",0.0167066047511384,1,"Pip5k1c","non-significant"
"ENSMUSG00000034903",0.0460064490779782,1,"Cobll1","non-significant"
"ENSMUSG00000034906",0.308354573108544,1,"Ncaph","non-significant"
"ENSMUSG00000034908",-0.0759360180664394,1,"Sidt2","non-significant"
"ENSMUSG00000034910",-0.0338271780935123,1,"Pygo1","non-significant"
"ENSMUSG00000034911",0.0898181377065556,1,"Ushbp1","non-significant"
"ENSMUSG00000034912",-0.332619103502851,1,"Mdga2","non-significant"
"ENSMUSG00000034917",-0.400292714162793,1,"Tjp3","non-significant"
"ENSMUSG00000034918",-0.749772496536666,1,"Cdhr2","non-significant"
"ENSMUSG00000034919",2.3426428177276,1,"Ttc22","non-significant"
"ENSMUSG00000034923",2.44305508996551,1,"Ly6g6f","non-significant"
"ENSMUSG00000034926",-0.362289684228545,1,"Dhcr24","non-significant"
"ENSMUSG00000034928",-0.0614281629481532,1,"Rnf44","non-significant"
"ENSMUSG00000034930",-0.119373044473831,1,"Rtkn","non-significant"
"ENSMUSG00000034931",-0.191715456223743,1,"Dhx8","non-significant"
"ENSMUSG00000034932",0.165131678342233,1,"Mrpl54","non-significant"
"ENSMUSG00000034936",0.262557302047285,1,"Arl4d","non-significant"
"ENSMUSG00000034940",-0.0300799878376518,1,"Synrg","non-significant"
"ENSMUSG00000034947",0.0435862149574818,1,"Tmem106a","non-significant"
"ENSMUSG00000034949",-0.0264910621451607,1,"Zfr2","non-significant"
"ENSMUSG00000034951",-0.043418736558908,1,"Cog7","non-significant"
"ENSMUSG00000034957",0.00394914302429174,1,"Cebpa","non-significant"
"ENSMUSG00000034958",-0.709575649031051,1,"Atcay","non-significant"
"ENSMUSG00000034959",0.34839813625963,1,"Rubcnl","non-significant"
"ENSMUSG00000034968",-0.105635759518132,1,"Lbx2","non-significant"
"ENSMUSG00000034973",-0.120290760874008,1,"Dop1a","non-significant"
"ENSMUSG00000034974",-0.124088238803765,1,"Dapk3","non-significant"
"ENSMUSG00000034981",-0.148244331748375,1,"Parm1","non-significant"
"ENSMUSG00000034987",-0.260139035292098,1,"Hrh2","non-significant"
"ENSMUSG00000034990",-0.500115946009864,1,"Otoa","non-significant"
"ENSMUSG00000034993",0.00728693539259441,1,"Vat1","non-significant"
"ENSMUSG00000034994",-0.0258048098190975,1,"Eef2","non-significant"
"ENSMUSG00000034997",0.129128160874842,1,"Htr2a","non-significant"
"ENSMUSG00000034998",-0.0214653187699598,1,"Foxn2","non-significant"
"ENSMUSG00000035000",0.0620230742941577,1,"Dpp4","non-significant"
"ENSMUSG00000035004",-0.282432804122478,1,"Igsf6","non-significant"
"ENSMUSG00000035007",-0.00850639257765206,1,"Rundc1","non-significant"
"ENSMUSG00000035011",-0.0463547299835052,1,"Zbtb7a","non-significant"
"ENSMUSG00000035020",-0.539963003553834,1,"Epgn","non-significant"
"ENSMUSG00000035021",-0.120263881682419,1,"Baz1a","non-significant"
"ENSMUSG00000035024",0.0180164799484179,1,"Ncapd3","non-significant"
"ENSMUSG00000035027",0.0509234364238419,1,"Map2k2","non-significant"
"ENSMUSG00000035031",-4.38905375769478,1,"C8a","non-significant"
"ENSMUSG00000035032",0.179077082611605,1,"Nek11","non-significant"
"ENSMUSG00000035033",-0.541331584230161,1,"Tbr1","non-significant"
"ENSMUSG00000035041",-1.08802316558678,1,"Creb3l3","non-significant"
"ENSMUSG00000035042",-0.0901414383233904,1,"Ccl5","non-significant"
"ENSMUSG00000035045",0.1526373624584,1,"Zc3h12b","non-significant"
"ENSMUSG00000035047",-0.0525699998448829,1,"Kri1","non-significant"
"ENSMUSG00000035048",0.111410662279543,1,"Anapc13","non-significant"
"ENSMUSG00000035049",-0.242117119103586,1,"Rrp12","non-significant"
"ENSMUSG00000035051",-0.0625928032441741,1,"Dhx57","non-significant"
"ENSMUSG00000035057",0,1,"Mgat4d","non-significant"
"ENSMUSG00000035062",0.155941225897365,1,"Zc4h2","non-significant"
"ENSMUSG00000035064",0.0379150110931785,1,"Eef2k","non-significant"
"ENSMUSG00000035067",0.187940203727591,1,"Xkr6","non-significant"
"ENSMUSG00000035069",0.061637844149274,1,"Oma1","non-significant"
"ENSMUSG00000035078",-0.0215821291629786,1,"Mtmr9","non-significant"
"ENSMUSG00000035085",-1.23109421318558,1,"1700020L24Rik","non-significant"
"ENSMUSG00000035086",0.0183940839180298,1,"Becn1","non-significant"
"ENSMUSG00000035093",-0.0183346291345968,1,"Secisbp2l","non-significant"
"ENSMUSG00000035095",0.21376190511833,1,"Fam167a","non-significant"
"ENSMUSG00000035104",-0.0846450440529626,1,"Eva1a","non-significant"
"ENSMUSG00000035105",-0.0158031153237455,1,"Egln3","non-significant"
"ENSMUSG00000035107",0.0525528982055256,1,"Dcbld2","non-significant"
"ENSMUSG00000035109",-0.510149745043337,1,"Shc4","non-significant"
"ENSMUSG00000035112",-0.241618700408385,1,"Wnk4","non-significant"
"ENSMUSG00000035121",0.208360291484072,1,"Neil2","non-significant"
"ENSMUSG00000035125",0.0431475737424004,1,"Gcfc2","non-significant"
"ENSMUSG00000035126",-0.576137736921354,1,"Dnai4","non-significant"
"ENSMUSG00000035131",-1.35824704853423,1,"Brinp3","non-significant"
"ENSMUSG00000035133",-0.0414832108255142,1,"Arhgap5","non-significant"
"ENSMUSG00000035139",-0.175519491199293,1,"Secisbp2","non-significant"
"ENSMUSG00000035142",0.0143103790985976,1,"Nubpl","non-significant"
"ENSMUSG00000035148",-0.987503317486653,1,"Gpr33","non-significant"
"ENSMUSG00000035150",-0.0542590130852158,1,"Eif2s3x","non-significant"
