"","log2FoldChange","padj","GeneSymbol","significance"
"ENSMUSG00000026878",0.0114247174361405,1,"Rab14","non-significant"
"ENSMUSG00000026879",-0.0404810019587483,1,"Gsn","non-significant"
"ENSMUSG00000026880",-0.323120397974202,1,"Stom","non-significant"
"ENSMUSG00000026883",-0.145000657143,1,"Dab2ip","non-significant"
"ENSMUSG00000026885",-0.298609608070882,1,"Ttll11","non-significant"
"ENSMUSG00000026887",-0.100031477663969,1,"Mrrf","non-significant"
"ENSMUSG00000026888",-0.0127906404683051,1,"Grb14","non-significant"
"ENSMUSG00000026889",0.0408999665912569,1,"Rbm18","non-significant"
"ENSMUSG00000026890",-0.195560839753728,1,"Lhx6","non-significant"
"ENSMUSG00000026893",-0.0930372652350776,1,"Gca","non-significant"
"ENSMUSG00000026894",0.688930199533169,1,"Morn5","non-significant"
"ENSMUSG00000026895",0.124852746840582,1,"Ndufa8","non-significant"
"ENSMUSG00000026896",-0.0826174431586435,1,"Ifih1","non-significant"
"ENSMUSG00000026904",-0.00207466295689411,1,"Slc4a10","non-significant"
"ENSMUSG00000026914",-0.0771809172653556,1,"Psmd14","non-significant"
"ENSMUSG00000026915",-0.449078655329279,1,"Strbp","non-significant"
"ENSMUSG00000026917",0.0119676748814174,1,"Wdr5","non-significant"
"ENSMUSG00000026918",-0.0747771604999819,1,"Brd3","non-significant"
"ENSMUSG00000026919",0.692850608372959,1,"Lcn4","non-significant"
"ENSMUSG00000026921",0.189763670309975,1,"Egfl7","non-significant"
"ENSMUSG00000026922",0.177832441878364,1,"Agpat2","non-significant"
"ENSMUSG00000026923",0.131568073890882,1,"Notch1","non-significant"
"ENSMUSG00000026924",-0.197570790414529,1,"Sec16a","non-significant"
"ENSMUSG00000026925",-0.0185501678471973,1,"Inpp5e","non-significant"
"ENSMUSG00000026926",0.0198689179283969,1,"Pmpca","non-significant"
"ENSMUSG00000026927",-0.0907049168421477,1,"Entr1","non-significant"
"ENSMUSG00000026928",0.0717023895808821,1,"Card9","non-significant"
"ENSMUSG00000026930",0.151848605878123,1,"Gpsm1","non-significant"
"ENSMUSG00000026931",-0.749769369019827,1,"Spmip5","non-significant"
"ENSMUSG00000026932",-0.0845829345965089,1,"Nacc2","non-significant"
"ENSMUSG00000026933",-0.302265487313908,1,"Camsap1","non-significant"
"ENSMUSG00000026934",-0.796999909885821,1,"Lhx3","non-significant"
"ENSMUSG00000026936",1.42667224477096,1,"Lcn3","non-significant"
"ENSMUSG00000026937",0.692841225659706,1,"Lcn5","non-significant"
"ENSMUSG00000026938",0.172637753256148,1,"Fcna","non-significant"
"ENSMUSG00000026939",0.0826230369045523,1,"Tmem141","non-significant"
"ENSMUSG00000026940",0,1,"Ccdc183","non-significant"
"ENSMUSG00000026941",-0.0078284571612582,1,"Mamdc4","non-significant"
"ENSMUSG00000026942",-0.133648329119647,1,"Traf2","non-significant"
"ENSMUSG00000026943",0,1,"Lcn12","non-significant"
"ENSMUSG00000026944",-0.139312332478975,1,"Abca2","non-significant"
"ENSMUSG00000026946",0.193622012701688,1,"Nmi","non-significant"
"ENSMUSG00000026950",-0.129233958180026,1,"Neb","non-significant"
"ENSMUSG00000026955",0.558754184088837,1,"Sapcd2","non-significant"
"ENSMUSG00000026956",-0.0387948974593014,1,"Uap1l1","non-significant"
"ENSMUSG00000026958",0.0833932861695535,1,"Dpp7","non-significant"
"ENSMUSG00000026959",-0.8685924465805,1,"Grin1","non-significant"
"ENSMUSG00000026960",0.013026397357551,1,"Arl6ip6","non-significant"
"ENSMUSG00000026961",0,1,"Lrrc26","non-significant"
"ENSMUSG00000026963",-0.0284406148562435,1,"Tmem210","non-significant"
"ENSMUSG00000026965",-0.00164057991177393,1,"Anapc2","non-significant"
"ENSMUSG00000026966",0.0455329353105654,1,"Ssna1","non-significant"
"ENSMUSG00000026969",-1.25766440124444,1,"Cimip2a","non-significant"
"ENSMUSG00000026970",0.0396783710434845,1,"Rbms1","non-significant"
"ENSMUSG00000026971",-0.0270216721211007,1,"Itgb6","non-significant"
"ENSMUSG00000026972",-0.0911821354925206,1,"Arrdc1","non-significant"
"ENSMUSG00000026974",-0.0037017712436422,1,"Zmynd19","non-significant"
"ENSMUSG00000026975",0.0500591694399416,1,"Dph7","non-significant"
"ENSMUSG00000026976",-0.749769369019829,1,"Pax8","non-significant"
"ENSMUSG00000026977",0.0137533116057165,1,"Marchf7","non-significant"
"ENSMUSG00000026979",-0.244099105248899,1,"Psd4","non-significant"
"ENSMUSG00000026980",-0.200838776875138,1,"Ly75","non-significant"
"ENSMUSG00000026981",-0.184792388630366,1,"Il1rn","non-significant"
"ENSMUSG00000026983",0.692838098142867,1,"Il36rn","non-significant"
"ENSMUSG00000026985",-0.749759986306574,1,"Il36b","non-significant"
"ENSMUSG00000026986",0.00413073471989214,1,"Hnmt","non-significant"
"ENSMUSG00000026987",0.0241150545914324,1,"Baz2b","non-significant"
"ENSMUSG00000026988",-0.00731243682448553,1,"Wdsub1","non-significant"
"ENSMUSG00000026989",0.67242389660503,1,"Dapl1","non-significant"
"ENSMUSG00000026991",-0.0717612503191299,1,"Pkp4","non-significant"
"ENSMUSG00000026994",0.878652171675161,1,"Galnt3","non-significant"
"ENSMUSG00000026999",0.273914116969377,1,"Nup35","non-significant"
"ENSMUSG00000027001",-0.114595335047855,1,"Dusp19","non-significant"
"ENSMUSG00000027002",-0.0216157847417292,1,"Nckap1","non-significant"
"ENSMUSG00000027004",0.0015987070431858,1,"Frzb","non-significant"
"ENSMUSG00000027006",-0.0326871878954378,1,"Dnajc10","non-significant"
"ENSMUSG00000027007",-0.122803802142419,1,"Itprid2","non-significant"
"ENSMUSG00000027009",0.117765128976456,1,"Itga4","non-significant"
"ENSMUSG00000027010",0.0146575766666003,1,"Slc25a12","non-significant"
"ENSMUSG00000027011",0.170355255879078,1,"Ube2e3","non-significant"
"ENSMUSG00000027012",-0.0272793026040869,1,"Dync1i2","non-significant"
"ENSMUSG00000027014",-0.0760834082523824,1,"Cwc22","non-significant"
"ENSMUSG00000027015",0.0355588757294096,1,"Cybrd1","non-significant"
"ENSMUSG00000027016",-0.0889438815164003,1,"Zfp385b","non-significant"
"ENSMUSG00000027018",0.0129119631646056,1,"Hat1","non-significant"
"ENSMUSG00000027022",-0.354459749093834,1,"Xirp2","non-significant"
"ENSMUSG00000027030",-0.296942783262974,1,"Stk39","non-significant"
"ENSMUSG00000027035",-0.151151581097684,1,"Cers6","non-significant"
"ENSMUSG00000027048",-2.565532396703,1,"Abcb11","non-significant"
"ENSMUSG00000027067",0.00514841324369695,1,"Ssrp1","non-significant"
"ENSMUSG00000027068",-0.468274482817951,1,"Dhrs9","non-significant"
"ENSMUSG00000027070",0.19649239388082,1,"Lrp2","non-significant"
"ENSMUSG00000027071",0.0124290509328253,1,"P2rx3","non-significant"
"ENSMUSG00000027072",0,1,"Prg3","non-significant"
"ENSMUSG00000027073",-0.392181791938994,1,"Prg2","non-significant"
"ENSMUSG00000027074",-0.0637891295267699,1,"Slc43a3","non-significant"
"ENSMUSG00000027075",0.217729327977569,1,"Slc43a1","non-significant"
"ENSMUSG00000027076",0.0489203741306397,1,"Timm10","non-significant"
"ENSMUSG00000027077",-0.0990106720767114,1,"Smtnl1","non-significant"
"ENSMUSG00000027078",-0.0437242541882143,1,"Ube2l6","non-significant"
"ENSMUSG00000027079",0.251558219215353,1,"Clp1","non-significant"
"ENSMUSG00000027080",0.0253500530669068,1,"Med19","non-significant"
"ENSMUSG00000027082",0.103977496032918,1,"Tfpi","non-significant"
"ENSMUSG00000027086",0.0761445850826024,1,"Fastkd1","non-significant"
"ENSMUSG00000027087",-0.0877029507577287,1,"Itgav","non-significant"
"ENSMUSG00000027088",-0.168796141076649,1,"Phospho2","non-significant"
"ENSMUSG00000027091",-0.0658754997337231,1,"Zc3h15","non-significant"
"ENSMUSG00000027099",-0.0348902955136019,1,"Mtx2","non-significant"
"ENSMUSG00000027102",0.0742414789191561,1,"Hoxd8","non-significant"
"ENSMUSG00000027104",-0.00215265984779985,1,"Atf2","non-significant"
"ENSMUSG00000027107",-0.1339381537543,1,"Chrna1","non-significant"
"ENSMUSG00000027108",0.118247786868102,1,"Ola1","non-significant"
"ENSMUSG00000027109",0.0539022806511805,1,"Sp3","non-significant"
"ENSMUSG00000027111",0.327522128084897,1,"Itga6","non-significant"
"ENSMUSG00000027115",-0.396336010555801,1,"Kif18a","non-significant"
"ENSMUSG00000027120",0.692850608372959,1,"Fshb","non-significant"
"ENSMUSG00000027122",-0.061291640106646,1,"Arl14ep","non-significant"
"ENSMUSG00000027130",0.0149344051548301,1,"Slc12a6","non-significant"
"ENSMUSG00000027131",0.0305892470985152,1,"Emc4","non-significant"
"ENSMUSG00000027132",0.120138867141384,1,"Katnbl1","non-significant"
"ENSMUSG00000027133",0.109054036469689,1,"Nop10","non-significant"
"ENSMUSG00000027134",0.172038746376742,1,"Lpcat4","non-significant"
"ENSMUSG00000027157",-0.749759986306574,1,"Potefam1","non-significant"
"ENSMUSG00000027160",-0.109689127382134,1,"Ccdc34","non-significant"
"ENSMUSG00000027162",0.0227748993644288,1,"Lin7c","non-significant"
"ENSMUSG00000027163",0.0569335955162885,1,"Commd9","non-significant"
"ENSMUSG00000027164",-0.0699290040814007,1,"Traf6","non-significant"
"ENSMUSG00000027165",0.101275477421771,1,"Iftap","non-significant"
"ENSMUSG00000027166",0.280979338415103,1,"Dnajc24","non-significant"
"ENSMUSG00000027167",0.04714682686863,1,"Elp4","non-significant"
"ENSMUSG00000027168",0.679270315952092,1,"Pax6","non-significant"
"ENSMUSG00000027170",0.0535401901220901,1,"Eif3m","non-significant"
"ENSMUSG00000027171",-0.755169342375318,1,"Prrg4","non-significant"
"ENSMUSG00000027173",-0.00885039713582164,1,"Depdc7","non-significant"
"ENSMUSG00000027175",-0.0512834700454302,1,"Tcp11l1","non-significant"
"ENSMUSG00000027176",-0.0466798689003399,1,"Cstf3","non-significant"
"ENSMUSG00000027177",-0.0447793070626756,1,"Hipk3","non-significant"
"ENSMUSG00000027180",0.11869018874678,1,"Fbxo3","non-significant"
"ENSMUSG00000027184",-0.0353945073898149,1,"Caprin1","non-significant"
"ENSMUSG00000027185",-0.147114364226504,1,"Nat10","non-significant"
"ENSMUSG00000027186",0.766665676609265,1,"Elf5","non-significant"
"ENSMUSG00000027187",0.0717602000927436,1,"Cat","non-significant"
"ENSMUSG00000027188",0.0320255798571853,1,"Pamr1","non-significant"
"ENSMUSG00000027189",-0.0512964253204836,1,"Trim44","non-significant"
"ENSMUSG00000027193",-0.0105133247006746,1,"Api5","non-significant"
"ENSMUSG00000027194",-0.131636654809339,1,"Ttc17","non-significant"
"ENSMUSG00000027195",0.139147960592535,1,"Hsd17b12","non-significant"
"ENSMUSG00000027196",-1.65984239896588,1,"Alkbh3os1","non-significant"
"ENSMUSG00000027198",-0.141821782391659,1,"Ext2","non-significant"
"ENSMUSG00000027199",-0.133909645066519,1,"Gatm","non-significant"
"ENSMUSG00000027200",-0.229788120620434,1,"Sema6d","non-significant"
"ENSMUSG00000027201",0.126469236971989,1,"Myef2","non-significant"
"ENSMUSG00000027202",-0.0649307303091096,1,"Slc12a1","non-significant"
"ENSMUSG00000027203",0.21753905615282,1,"Dut","non-significant"
"ENSMUSG00000027204",0.108603970799316,1,"Fbn1","non-significant"
"ENSMUSG00000027206",-0.0557866117678182,1,"Cops2","non-significant"
"ENSMUSG00000027207",-0.177206234823275,1,"Galk2","non-significant"
"ENSMUSG00000027208",0.0474368843586005,1,"Fgf7","non-significant"
"ENSMUSG00000027209",-0.529586566358101,1,"Fam227b","non-significant"
"ENSMUSG00000027210",0.697028296379139,1,"Meis2","non-significant"
"ENSMUSG00000027215",0.110107188554228,1,"Cd82","non-significant"
"ENSMUSG00000027217",0.10309078121602,1,"Tspan18","non-significant"
"ENSMUSG00000027219",0.107619619476351,1,"Slc28a2","non-significant"
"ENSMUSG00000027220",1.28610490193147,1,"Syt13","non-significant"
"ENSMUSG00000027221",0.576950001682068,1,"Chst1","non-significant"
"ENSMUSG00000027222",0.00534459687565591,1,"Pex16","non-significant"
"ENSMUSG00000027223",0.0834501878049345,1,"Mapk8ip1","non-significant"
"ENSMUSG00000027224",0.588992233292057,1,"Duoxa1","non-significant"
"ENSMUSG00000027225",0.523952408336135,1,"Duoxa2","non-significant"
"ENSMUSG00000027227",-0.0017202781443347,1,"Sord","non-significant"
"ENSMUSG00000027229",0.692838098142867,1,"Terb2","non-significant"
"ENSMUSG00000027230",0.0217491112570266,1,"Creb3l1","non-significant"
"ENSMUSG00000027233",-1.97068583125249,1,"Patl2","non-significant"
"ENSMUSG00000027236",-0.0352253530237127,1,"Eif3j1","non-significant"
"ENSMUSG00000027238",-0.623682611201815,1,"Frmd5","non-significant"
"ENSMUSG00000027239",0.146462976647606,1,"Mdk","non-significant"
"ENSMUSG00000027242",0.0539217543630069,1,"Wdr76","non-significant"
"ENSMUSG00000027243",-0.0765463072843947,1,"Harbi1","non-significant"
"ENSMUSG00000027244",-0.235396789078373,1,"Atg13","non-significant"
"ENSMUSG00000027245",-0.0630034520608016,1,"Hypk","non-significant"
"ENSMUSG00000027246",1.65432484670128,1,"Ell3","non-significant"
"ENSMUSG00000027247",0.0504164048325665,1,"Arhgap1","non-significant"
"ENSMUSG00000027248",-0.075490561467852,1,"Pdia3","non-significant"
"ENSMUSG00000027249",-2.35378903561659,1,"F2","non-significant"
"ENSMUSG00000027253",-0.110740891716845,1,"Lrp4","non-significant"
"ENSMUSG00000027254",-0.352437140604288,1,"Map1a","non-significant"
"ENSMUSG00000027255",-0.0574263635863426,1,"Arfgap2","non-significant"
"ENSMUSG00000027257",-0.111435079476987,1,"Pacsin3","non-significant"
"ENSMUSG00000027259",0.0700095598507263,1,"Adal","non-significant"
"ENSMUSG00000027261",-3.13115060518744,1,"Hao1","non-significant"
"ENSMUSG00000027263",-0.0383357155314243,1,"Tubgcp4","non-significant"
"ENSMUSG00000027270",0.592445549529907,1,"Lamp5","non-significant"
"ENSMUSG00000027272",-0.0258067145877271,1,"Ubr1","non-significant"
"ENSMUSG00000027273",-0.119394650964323,1,"Snap25","non-significant"
"ENSMUSG00000027274",-0.00178224672898102,1,"Mkks","non-significant"
"ENSMUSG00000027276",-0.0910908522248179,1,"Jag1","non-significant"
"ENSMUSG00000027281",-0.122728964198434,1,"Slx4ip","non-significant"
"ENSMUSG00000027282",0.0113477239814568,1,"Mtch2","non-significant"
"ENSMUSG00000027284",-0.128872781082548,1,"Cdan1","non-significant"
"ENSMUSG00000027285",0.0480018456498756,1,"Haus2","non-significant"
"ENSMUSG00000027286",-0.00462477786312171,1,"Lrrc57","non-significant"
"ENSMUSG00000027287",-0.128029648709287,1,"Snap23","non-significant"
"ENSMUSG00000027288",-0.0884277183202028,1,"Zfp106","non-significant"
"ENSMUSG00000027291",-0.028708647357868,1,"Vps39","non-significant"
"ENSMUSG00000027293",-0.390678132463451,1,"Ehd4","non-significant"
"ENSMUSG00000027296",0.658654893132498,1,"Itpka","non-significant"
"ENSMUSG00000027297",0.52446658387943,1,"Ltk","non-significant"
"ENSMUSG00000027298",0.0148591190386028,1,"Tyro3","non-significant"
"ENSMUSG00000027300",-0.00626885457752745,1,"Ubox5","non-significant"
"ENSMUSG00000027301",-1.4521199112257,1,"Oxt","non-significant"
"ENSMUSG00000027303",0.0238555014249038,1,"Ptpra","non-significant"
"ENSMUSG00000027304",0.0482417610877568,1,"Rtf1","non-significant"
"ENSMUSG00000027305",0.035280808935883,1,"Ndufaf1","non-significant"
"ENSMUSG00000027306",-0.152150626258653,1,"Nusap1","non-significant"
"ENSMUSG00000027309",0.0494471899114307,1,"Dnaaf9","non-significant"
"ENSMUSG00000027312",-0.0473025273034866,1,"Atrn","non-significant"
"ENSMUSG00000027313",1.0657593165217,1,"Chac1","non-significant"
"ENSMUSG00000027314",0.155092359196041,1,"Dll4","non-significant"
"ENSMUSG00000027315",0.118812194090525,1,"Spint1","non-significant"
"ENSMUSG00000027316",-0.111088775336292,1,"Gfra4","non-significant"
"ENSMUSG00000027318",0.0626991301839657,1,"Adam33","non-significant"
"ENSMUSG00000027322",-0.214149226615815,1,"Siglec1","non-significant"
"ENSMUSG00000027323",0.0946039593283316,1,"Rad51","non-significant"
"ENSMUSG00000027324",0.000542090653848622,1,"Rpusd2","non-significant"
"ENSMUSG00000027326",0.572571049973338,1,"Knl1","non-significant"
"ENSMUSG00000027327",0.0410425730050361,1,"Adissp","non-significant"
"ENSMUSG00000027329",0.295734564990758,1,"Spef1","non-significant"
"ENSMUSG00000027330",0.201330202933323,1,"Cdc25b","non-significant"
"ENSMUSG00000027331",-0.0760051366779122,1,"Knstrn","non-significant"
"ENSMUSG00000027332",-0.0822939584521461,1,"Ivd","non-significant"
"ENSMUSG00000027333",0.185996191388891,1,"Smox","non-significant"
"ENSMUSG00000027335",0.40776338028916,1,"Adra1d","non-significant"
"ENSMUSG00000027338",0.688940910010738,1,"Prnd","non-significant"
"ENSMUSG00000027339",0.310002550949068,1,"Rassf2","non-significant"
"ENSMUSG00000027340",-0.00375849161866466,1,"Slc23a2","non-significant"
"ENSMUSG00000027341",0.0527734348748235,1,"Tmem230","non-significant"
"ENSMUSG00000027342",0.113904790515589,1,"Pcna","non-significant"
"ENSMUSG00000027344",-1.79646481263732,1,"Fsip1","non-significant"
"ENSMUSG00000027345",2.35980263128713,1,"4921508D12Rik","non-significant"
"ENSMUSG00000027346",0.240858316888414,1,"Gpcpd1","non-significant"
"ENSMUSG00000027347",0.0305034270628315,1,"Rasgrp1","non-significant"
"ENSMUSG00000027349",0.0257043117692984,1,"Fam98b","non-significant"
"ENSMUSG00000027350",-0.227729392154416,1,"Chgb","non-significant"
"ENSMUSG00000027351",0.0287316308470026,1,"Spred1","non-significant"
"ENSMUSG00000027353",0.0900858465475331,1,"Mcm8","non-significant"
"ENSMUSG00000027356",-1.45113521592906,1,"Fermt1","non-significant"
"ENSMUSG00000027357",0.0490183848643635,1,"Crls1","non-significant"
"ENSMUSG00000027358",0.0241898353448278,1,"Bmp2","non-significant"
"ENSMUSG00000027359",-3.46382127558587,1,"Slc27a2","non-significant"
"ENSMUSG00000027360",1.55083596330774,1,"Hdc","non-significant"
"ENSMUSG00000027361",0.0616161281246586,1,"Gabpb1","non-significant"
"ENSMUSG00000027363",-0.0692918500028787,1,"Usp8","non-significant"
"ENSMUSG00000027364",-1.19066987598779,1,"Usp50","non-significant"
"ENSMUSG00000027365",0.0401825335790805,1,"Trpm7","non-significant"
"ENSMUSG00000027366",-0.0210057602989623,1,"Sppl2a","non-significant"
"ENSMUSG00000027367",0.0130084289954863,1,"Stard7","non-significant"
"ENSMUSG00000027368",-0.487011944443085,1,"Dusp2","non-significant"
"ENSMUSG00000027371",0.151983196785898,1,"Fahd2a","non-significant"
"ENSMUSG00000027374",-0.0454010560865365,1,"Mrps5","non-significant"
"ENSMUSG00000027375",-0.0793670631678814,1,"Mal","non-significant"
"ENSMUSG00000027376",0.834280148586659,1,"Prom2","non-significant"
"ENSMUSG00000027377",-0.359313734204903,1,"Mall","non-significant"
"ENSMUSG00000027378",0.013370814489788,1,"Nphp1","non-significant"
"ENSMUSG00000027379",-0.162662105934709,1,"Bub1","non-significant"
"ENSMUSG00000027380",-0.493540203567182,1,"Acoxl","non-significant"
"ENSMUSG00000027381",0.291727372210291,1,"Bcl2l11","non-significant"
"ENSMUSG00000027384",0.085845238798012,1,"Ndufaf5","non-significant"
"ENSMUSG00000027386",0.0214272167790173,1,"Fbln7","non-significant"
"ENSMUSG00000027387",0.101997903798417,1,"Zc3h8","non-significant"
"ENSMUSG00000027394",-0.0338892529935061,1,"Ttl","non-significant"
"ENSMUSG00000027395",-0.0507468366172878,1,"Polr1b","non-significant"
"ENSMUSG00000027397",-0.159005722065227,1,"Slc20a1","non-significant"
"ENSMUSG00000027398",0.357647754505159,1,"Il1b","non-significant"
"ENSMUSG00000027399",-0.0284609874764914,1,"Il1a","non-significant"
"ENSMUSG00000027400",1.24604742609953,1,"Pdyn","non-significant"
"ENSMUSG00000027401",-1.04440228599895,1,"Tgm3","non-significant"
"ENSMUSG00000027403",-1.49751526907764,1,"Tgm6","non-significant"
"ENSMUSG00000027404",0.152388648340654,1,"Snrpb","non-significant"
"ENSMUSG00000027405",-0.0195109683397597,1,"Nop56","non-significant"
"ENSMUSG00000027406",0.0300321558315034,1,"Idh3b","non-significant"
"ENSMUSG00000027408",0.115518829673467,1,"Cpxm1","non-significant"
"ENSMUSG00000027411",-0.0778816622135664,1,"Vps16","non-significant"
"ENSMUSG00000027412",-0.158677622971292,1,"Lpin3","non-significant"
"ENSMUSG00000027416",-1.52225149255689,1,"Otor","non-significant"
"ENSMUSG00000027419",-0.341103786455314,1,"Pcsk2","non-significant"
"ENSMUSG00000027420",0.116769115099237,1,"Bfsp1","non-significant"
"ENSMUSG00000027422",-0.228284255723746,1,"Rrbp1","non-significant"
"ENSMUSG00000027423",0.0193909285988012,1,"Snx5","non-significant"
"ENSMUSG00000027424",0.0744217120833284,1,"Mgme1","non-significant"
"ENSMUSG00000027425",-0.135987465845675,1,"Kat14","non-significant"
"ENSMUSG00000027427",-0.064479736543848,1,"Polr3f","non-significant"
"ENSMUSG00000027428",-0.00484854748173262,1,"Rbbp9","non-significant"
"ENSMUSG00000027429",-0.024387330556153,1,"Sec23b","non-significant"
"ENSMUSG00000027430",0.0923762596030246,1,"Dtd1","non-significant"
"ENSMUSG00000027433",-0.0157879002062753,1,"Xrn2","non-significant"
"ENSMUSG00000027434",0.245545555174453,1,"Nkx2-2","non-significant"
"ENSMUSG00000027435",0.23146464200598,1,"Cd93","non-significant"
"ENSMUSG00000027438",-0.301998347127096,1,"Napb","non-significant"
"ENSMUSG00000027439",-0.142415426143867,1,"Gzf1","non-significant"
"ENSMUSG00000027445",-0.749759986306574,1,"Cst9","non-significant"
"ENSMUSG00000027446",0.336682863644371,1,"Cstdc2","non-significant"
"ENSMUSG00000027447",0.0178609003974867,1,"Cst3","non-significant"
"ENSMUSG00000027452",0.0688430788887064,1,"Acss1","non-significant"
"ENSMUSG00000027454",0.0777982781546555,1,"Gins1","non-significant"
"ENSMUSG00000027455",-0.0101027392516336,1,"Nsfl1c","non-significant"
"ENSMUSG00000027456",0.368547260366866,1,"Sdcbp2","non-significant"
"ENSMUSG00000027457",-0.233573301084495,1,"Snph","non-significant"
"ENSMUSG00000027459",-0.177696006438247,1,"Fam110a","non-significant"
"ENSMUSG00000027460",0.374595566648677,1,"Angpt4","non-significant"
"ENSMUSG00000027463",0.0594551014729375,1,"Slc52a3","non-significant"
"ENSMUSG00000027465",-0.0627417944862339,1,"Tbc1d20","non-significant"
"ENSMUSG00000027466",0.0286404919855888,1,"Rbck1","non-significant"
"ENSMUSG00000027468",-1.42622060069524,1,"Defb22","non-significant"
"ENSMUSG00000027469",0.286988442198662,1,"Tpx2","non-significant"
"ENSMUSG00000027470",0.114527744549161,1,"Mylk2","non-significant"
"ENSMUSG00000027472",0.0886928368080545,1,"Pdrg1","non-significant"
"ENSMUSG00000027474",-0.131577100187738,1,"Ccm2l","non-significant"
"ENSMUSG00000027475",-0.0416235618434619,1,"Kif3b","non-significant"
"ENSMUSG00000027478",0.0748186905264151,1,"Dnmt3b","non-significant"
"ENSMUSG00000027479",0.0180381215936942,1,"Mapre1","non-significant"
"ENSMUSG00000027481",0.540923994415289,1,"Bpifb2","non-significant"
"ENSMUSG00000027483",0,1,"Bpifa1","non-significant"
"ENSMUSG00000027485",-1.81920420929175,1,"Bpifb1","non-significant"
"ENSMUSG00000027487",-0.0806347738132793,1,"Cdk5rap1","non-significant"
"ENSMUSG00000027488",-0.0623844680149181,1,"Snta1","non-significant"
"ENSMUSG00000027489",0.741409646292359,1,"Necab3","non-significant"
"ENSMUSG00000027490",0.027114712770641,1,"E2f1","non-significant"
"ENSMUSG00000027495",0.0258117670258497,1,"Fam210b","non-significant"
"ENSMUSG00000027496",-0.101412493130262,1,"Aurka","non-significant"
"ENSMUSG00000027498",-0.0152570296350894,1,"Cstf1","non-significant"
"ENSMUSG00000027499",-0.0258930242718347,1,"Pkia","non-significant"
"ENSMUSG00000027500",0.019168294517394,1,"Stmn2","non-significant"
"ENSMUSG00000027502",-0.00166125372157872,1,"Rtf2","non-significant"
"ENSMUSG00000027505",-0.0237297433702578,1,"Fam209","non-significant"
"ENSMUSG00000027506",-0.0766410536936224,1,"Tpd52","non-significant"
"ENSMUSG00000027508",-0.281283319953297,1,"Pag1","non-significant"
"ENSMUSG00000027509",-0.0453166587785768,1,"Rae1","non-significant"
"ENSMUSG00000027510",-0.0593134058193716,1,"Rbm38","non-significant"
"ENSMUSG00000027513",-0.62333025493889,1,"Pck1","non-significant"
"ENSMUSG00000027514",-0.283227111088346,1,"Zbp1","non-significant"
"ENSMUSG00000027519",-0.0651218867754627,1,"Rab22a","non-significant"
"ENSMUSG00000027520",-0.197727839347693,1,"Zdbf2","non-significant"
"ENSMUSG00000027522",0.00950248952771894,1,"Stx16","non-significant"
"ENSMUSG00000027523",-0.047539519318321,1,"Gnas","non-significant"
"ENSMUSG00000027524",0.338581677274176,1,"Edn3","non-significant"
"ENSMUSG00000027525",0.569251929047969,1,"Phactr3","non-significant"
"ENSMUSG00000027528",-0.743020905453337,1,"Fabp9","non-significant"
"ENSMUSG00000027530",0.766659555710495,1,"Fabp12","non-significant"
"ENSMUSG00000027531",-0.0685658940497375,1,"Impa1","non-significant"
"ENSMUSG00000027533",0.174603976205615,1,"Fabp5","non-significant"
"ENSMUSG00000027534",-0.0798004404345358,1,"Snx16","non-significant"
"ENSMUSG00000027536",-0.403563505965903,1,"Chmp4c","non-significant"
"ENSMUSG00000027540",-0.128634439677996,1,"Ptpn1","non-significant"
"ENSMUSG00000027544",0.089124215062765,1,"Nfatc2","non-significant"
"ENSMUSG00000027546",0.0269965552467543,1,"Atp9a","non-significant"
"ENSMUSG00000027547",-0.121366170983976,1,"Sall4","non-significant"
"ENSMUSG00000027550",-0.0408308608313137,1,"Lrrcc1","non-significant"
"ENSMUSG00000027551",0.0913428222411677,1,"Zfp64","non-significant"
"ENSMUSG00000027552",0.228111713431566,1,"E2f5","non-significant"
"ENSMUSG00000027555",0.154601983301395,1,"Car13","non-significant"
"ENSMUSG00000027556",-0.237304672543168,1,"Car1","non-significant"
"ENSMUSG00000027559",-0.0339594358037229,1,"Car3","non-significant"
"ENSMUSG00000027560",-0.216460418190972,1,"Dok5","non-significant"
"ENSMUSG00000027562",-0.12858794459396,1,"Car2","non-significant"
"ENSMUSG00000027566",0.0359853828739854,1,"Psma7","non-significant"
"ENSMUSG00000027568",-0.19079099841564,1,"Ntsr1","non-significant"
"ENSMUSG00000027569",-0.164370662196006,1,"Mrgbp","non-significant"
"ENSMUSG00000027570",0.0949555385098696,1,"Col9a3","non-significant"
"ENSMUSG00000027573",0.00675500507517954,1,"Gid8","non-significant"
"ENSMUSG00000027574",1.27097719028868,1,"Nkain4","non-significant"
"ENSMUSG00000027575",-0.0538681962379404,1,"Arfgap1","non-significant"
"ENSMUSG00000027577",0.32140506449296,1,"Chrna4","non-significant"
"ENSMUSG00000027579",-0.468193911318142,1,"Srms","non-significant"
"ENSMUSG00000027580",0.146968653361437,1,"Helz2","non-significant"
"ENSMUSG00000027581",1.80952233341299,1,"Stmn3","non-significant"
"ENSMUSG00000027582",-0.0599858541070768,1,"Zgpat","non-significant"
"ENSMUSG00000027583",-0.0833562743174056,1,"Zbtb46","non-significant"
"ENSMUSG00000027584",-0.749802783653671,1,"Oprl1","non-significant"
"ENSMUSG00000027589",-0.0234882140868906,1,"Pcmtd2","non-significant"
"ENSMUSG00000027593",0.0454365042633005,1,"Raly","non-significant"
